City,State,Type,Year,Count,Full,match_addr,latitude,longitude
Tompkins,NY,Anti-Jewish,2005,0,New York,"Tompkins, New York",42.1076666,-75.294569
Suffolk,NY,Anti-Jewish,2005,0,New York,"Suffolk, New York",40.9848784,-72.6151169
Suffolk,NY,Anti-Jewish,2005,0,New York,"Suffolk, New York",40.9848784,-72.6151169
Steuben,NY,Anti-Jewish,2005,22,New York,"Steuben, New York",42.321027,-77.3783789
Steuben,NY,Anti-Jewish,2005,0,New York,"Steuben, New York",42.321027,-77.3783789
Steuben,NY,Anti-Jewish,2005,0,New York,"Steuben, New York",42.321027,-77.3783789
St. Lawrence,NY,Anti-Jewish,2005,0,New York,"St. Lawrence, New York",44.4473142,-74.930206
Saratoga,NY,Anti-Jewish,2005,0,New York,"Saratoga, New York",43.0324245,-73.9359821
Richmond,NY,Anti-Jewish,2005,2,New York,"Richmond, New York",42.8214796,-77.5390127
Richmond,NY,Anti-Jewish,2005,0,New York,"Richmond, New York",42.8214796,-77.5390127
Richmond,NY,Anti-Jewish,2005,0,New York,"Richmond, New York",42.8214796,-77.5390127
Richmond,NY,Anti-Jewish,2005,0,New York,"Richmond, New York",42.8214796,-77.5390127
Richmond,NY,Anti-Jewish,2005,0,New York,"Richmond, New York",42.8214796,-77.5390127
Richmond,NY,Anti-Jewish,2005,0,New York,"Richmond, New York",42.8214796,-77.5390127
Queens,NY,Anti-Jewish,2005,0,New York,"Queens, New York",40.7282239,-73.7948516
Ontario,NY,Anti-Jewish,2005,0,New York,"Ontario, New York",43.2209426,-77.2833793
Ontario,NY,Anti-Jewish,2005,0,New York,"Ontario, New York",43.2209426,-77.2833793
Ontario,NY,Anti-Jewish,2005,0,New York,"Ontario, New York",43.2209426,-77.2833793
Oneida,NY,Anti-Jewish,2005,4,New York,"Oneida, New York",43.0925684,-75.6512931
Oneida,NY,Anti-Jewish,2005,0,New York,"Oneida, New York",43.0925684,-75.6512931
Oneida,NY,Anti-Jewish,2005,0,New York,"Oneida, New York",43.0925684,-75.6512931
New York,NY,Anti-Jewish,2005,0,New York,"New York, New York",40.71455,-74.00714
Nassau,NY,Anti-Jewish,2005,107,New York,"Nassau, New York",40.6546145,-73.5594128
Nassau,NY,Anti-Jewish,2005,0,New York,"Nassau, New York",40.6546145,-73.5594128
Montgomery,NY,Anti-Jewish,2005,34,New York,"Montgomery, New York",41.5275938,-74.236816
Montgomery,NY,Anti-Jewish,2005,0,New York,"Montgomery, New York",41.5275938,-74.236816
Montgomery,NY,Anti-Jewish,2005,1,New York,"Montgomery, New York",41.5275938,-74.236816
Montgomery,NY,Anti-Jewish,2005,0,New York,"Montgomery, New York",41.5275938,-74.236816
Montgomery,NY,Anti-Jewish,2005,0,New York,"Montgomery, New York",41.5275938,-74.236816
Madison,NY,Anti-Jewish,2005,0,New York,"Madison, New York",42.8989582,-75.5121217
Madison,NY,Anti-Jewish,2005,2,New York,"Madison, New York",42.8989582,-75.5121217
Genesee,NY,Anti-Jewish,2005,0,New York,"Genesee, New York",42.0469596,-78.2703951
Genesee,NY,Anti-Jewish,2005,0,New York,"Genesee, New York",42.0469596,-78.2703951
Dutchess,NY,Anti-Jewish,2005,0,New York,"Dutchess, New York",41.7784372,-73.7477857
Dutchess,NY,Anti-Jewish,2005,0,New York,"Dutchess, New York",41.7784372,-73.7477857
Delaware,NY,Anti-Jewish,2005,0,New York,"Delaware, New York",41.7682361,-75.0026972
Delaware,NY,Anti-Jewish,2005,0,New York,"Delaware, New York",41.7682361,-75.0026972
Cattaraugus,NY,Anti-Jewish,2005,0,New York,"Cattaraugus, New York",42.3292287,-78.8680903
Broome,NY,Anti-Jewish,2005,0,New York,"Broome, New York",42.4916563,-74.2883536
Bronx,NY,Anti-Jewish,2005,0,New York,"Bronx, New York",40.8447819,-73.8648268
Bronx,NY,Anti-Jewish,2005,0,New York,"Bronx, New York",40.8447819,-73.8648268
Albany,NY,Anti-Jewish,2005,0,New York,"Albany, New York",42.6525793,-73.7562317
Albany,NY,Anti-Jewish,2005,0,New York,"Albany, New York",42.6525793,-73.7562317
Washoe,NV,Anti-Jewish,2005,0,Nevada,"Washoe, Nevada",40.5608387,-119.6035495
Washoe,NV,Anti-Jewish,2005,0,Nevada,"Washoe, Nevada",40.5608387,-119.6035495
Clark,NV,Anti-Jewish,2005,10,Nevada,"Clark, Nevada",39.5640791,-119.4815666
Los Alamos,NM,Anti-Jewish,2005,0,New Mexico,"Los Alamos, New Mexico",35.8800364,-106.3031138
Bernalillo,NM,Anti-Jewish,2005,1,New Mexico,"Bernalillo, New Mexico",35.30004,-106.5511369
Warren,NJ,Anti-Jewish,2005,0,New Jersey,"Warren, New Jersey",40.6342489,-74.5004796
Warren,NJ,Anti-Jewish,2005,0,New Jersey,"Warren, New Jersey",40.6342489,-74.5004796
Warren,NJ,Anti-Jewish,2005,1,New Jersey,"Warren, New Jersey",40.6342489,-74.5004796
Warren,NJ,Anti-Jewish,2005,0,New Jersey,"Warren, New Jersey",40.6342489,-74.5004796
Warren,NJ,Anti-Jewish,2005,0,New Jersey,"Warren, New Jersey",40.6342489,-74.5004796
Warren,NJ,Anti-Jewish,2005,0,New Jersey,"Warren, New Jersey",40.6342489,-74.5004796
Union,NJ,Anti-Jewish,2005,2,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Union,NJ,Anti-Jewish,2005,1,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Union,NJ,Anti-Jewish,2005,0,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Union,NJ,Anti-Jewish,2005,1,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Union,NJ,Anti-Jewish,2005,1,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Union,NJ,Anti-Jewish,2005,1,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Union,NJ,Anti-Jewish,2005,1,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Union,NJ,Anti-Jewish,2005,0,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Union,NJ,Anti-Jewish,2005,0,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Union,NJ,Anti-Jewish,2005,0,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Union,NJ,Anti-Jewish,2005,0,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Union,NJ,Anti-Jewish,2005,0,New Jersey,"Union, New Jersey",40.6975898,-74.2631635
Sussex,NJ,Anti-Jewish,2005,0,New Jersey,"Sussex, New Jersey",41.2098177,-74.6076614
Sussex,NJ,Anti-Jewish,2005,0,New Jersey,"Sussex, New Jersey",41.2098177,-74.6076614
Sussex,NJ,Anti-Jewish,2005,1,New Jersey,"Sussex, New Jersey",41.2098177,-74.6076614
Somerset,NJ,Anti-Jewish,2005,1,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,3,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,0,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,0,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,0,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,0,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,0,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,1,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,1,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,1,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,2,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,0,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Somerset,NJ,Anti-Jewish,2005,0,New Jersey,"Somerset, New Jersey",40.497604,-74.4884868
Salem,NJ,Anti-Jewish,2005,0,New Jersey,"Salem, New Jersey",39.5717796,-75.4671423
Passaic,NJ,Anti-Jewish,2005,1,New Jersey,"Passaic, New Jersey",40.8567662,-74.1284764
Passaic,NJ,Anti-Jewish,2005,0,New Jersey,"Passaic, New Jersey",40.8567662,-74.1284764
Passaic,NJ,Anti-Jewish,2005,0,New Jersey,"Passaic, New Jersey",40.8567662,-74.1284764
Passaic,NJ,Anti-Jewish,2005,0,New Jersey,"Passaic, New Jersey",40.8567662,-74.1284764
Passaic,NJ,Anti-Jewish,2005,0,New Jersey,"Passaic, New Jersey",40.8567662,-74.1284764
Passaic,NJ,Anti-Jewish,2005,0,New Jersey,"Passaic, New Jersey",40.8567662,-74.1284764
Passaic,NJ,Anti-Jewish,2005,1,New Jersey,"Passaic, New Jersey",40.8567662,-74.1284764
Passaic,NJ,Anti-Jewish,2005,0,New Jersey,"Passaic, New Jersey",40.8567662,-74.1284764
Passaic,NJ,Anti-Jewish,2005,0,New Jersey,"Passaic, New Jersey",40.8567662,-74.1284764
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,4,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,24,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,1,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,1,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,2,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,1,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,1,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,1,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,1,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Ocean,NJ,Anti-Jewish,2005,0,New Jersey,"Ocean, New Jersey",40.2479729,-74.029843
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,2,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,2,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,1,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,2,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,1,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,1,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,3,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Morris,NJ,Anti-Jewish,2005,0,New Jersey,"Morris, New Jersey",40.8336038,-74.5463282
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,4,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,2,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,1,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,1,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,7,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,7,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,6,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,2,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,3,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,1,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,1,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,1,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,1,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,1,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,1,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,1,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,1,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,1,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,2,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Monmouth,NJ,Anti-Jewish,2005,0,New Jersey,"Monmouth, New Jersey",40.2589455,-74.123996
Middlesex,NJ,Anti-Jewish,2005,2,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,15,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,0,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,1,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,1,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,3,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,0,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,1,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,0,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,2,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,1,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,2,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,1,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,3,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,2,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,0,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,0,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,0,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,0,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,0,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,0,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Middlesex,NJ,Anti-Jewish,2005,0,New Jersey,"Middlesex, New Jersey",40.572603,-74.4926541
Mercer,NJ,Anti-Jewish,2005,9,New Jersey,"Mercer, New Jersey",40.3028533,-74.7337069
Mercer,NJ,Anti-Jewish,2005,1,New Jersey,"Mercer, New Jersey",40.3028533,-74.7337069
Mercer,NJ,Anti-Jewish,2005,6,New Jersey,"Mercer, New Jersey",40.3028533,-74.7337069
Mercer,NJ,Anti-Jewish,2005,0,New Jersey,"Mercer, New Jersey",40.3028533,-74.7337069
Mercer,NJ,Anti-Jewish,2005,1,New Jersey,"Mercer, New Jersey",40.3028533,-74.7337069
Mercer,NJ,Anti-Jewish,2005,1,New Jersey,"Mercer, New Jersey",40.3028533,-74.7337069
Mercer,NJ,Anti-Jewish,2005,1,New Jersey,"Mercer, New Jersey",40.3028533,-74.7337069
Mercer,NJ,Anti-Jewish,2005,0,New Jersey,"Mercer, New Jersey",40.3028533,-74.7337069
Mercer,NJ,Anti-Jewish,2005,0,New Jersey,"Mercer, New Jersey",40.3028533,-74.7337069
Mercer,NJ,Anti-Jewish,2005,0,New Jersey,"Mercer, New Jersey",40.3028533,-74.7337069
Hunterdon,NJ,Anti-Jewish,2005,0,New Jersey,"Hunterdon, New Jersey",40.5669515,-74.9208772
Hunterdon,NJ,Anti-Jewish,2005,0,New Jersey,"Hunterdon, New Jersey",40.5669515,-74.9208772
Hunterdon,NJ,Anti-Jewish,2005,2,New Jersey,"Hunterdon, New Jersey",40.5669515,-74.9208772
Hunterdon,NJ,Anti-Jewish,2005,2,New Jersey,"Hunterdon, New Jersey",40.5669515,-74.9208772
Hunterdon,NJ,Anti-Jewish,2005,0,New Jersey,"Hunterdon, New Jersey",40.5669515,-74.9208772
Hunterdon,NJ,Anti-Jewish,2005,0,New Jersey,"Hunterdon, New Jersey",40.5669515,-74.9208772
Hudson,NJ,Anti-Jewish,2005,0,New Jersey,"Hudson, New Jersey",40.7453199,-74.0535126
Hudson,NJ,Anti-Jewish,2005,3,New Jersey,"Hudson, New Jersey",40.7453199,-74.0535126
Hudson,NJ,Anti-Jewish,2005,0,New Jersey,"Hudson, New Jersey",40.7453199,-74.0535126
Hudson,NJ,Anti-Jewish,2005,2,New Jersey,"Hudson, New Jersey",40.7453199,-74.0535126
Hudson,NJ,Anti-Jewish,2005,1,New Jersey,"Hudson, New Jersey",40.7453199,-74.0535126
Hudson,NJ,Anti-Jewish,2005,0,New Jersey,"Hudson, New Jersey",40.7453199,-74.0535126
Hudson,NJ,Anti-Jewish,2005,0,New Jersey,"Hudson, New Jersey",40.7453199,-74.0535126
Hudson,NJ,Anti-Jewish,2005,0,New Jersey,"Hudson, New Jersey",40.7453199,-74.0535126
Gloucester,NJ,Anti-Jewish,2005,3,New Jersey,"Gloucester, New Jersey",39.7933809,-75.0494329
Gloucester,NJ,Anti-Jewish,2005,1,New Jersey,"Gloucester, New Jersey",39.7933809,-75.0494329
Gloucester,NJ,Anti-Jewish,2005,2,New Jersey,"Gloucester, New Jersey",39.7933809,-75.0494329
Gloucester,NJ,Anti-Jewish,2005,0,New Jersey,"Gloucester, New Jersey",39.7933809,-75.0494329
Gloucester,NJ,Anti-Jewish,2005,1,New Jersey,"Gloucester, New Jersey",39.7933809,-75.0494329
Gloucester,NJ,Anti-Jewish,2005,0,New Jersey,"Gloucester, New Jersey",39.7933809,-75.0494329
Gloucester,NJ,Anti-Jewish,2005,1,New Jersey,"Gloucester, New Jersey",39.7933809,-75.0494329
Gloucester,NJ,Anti-Jewish,2005,0,New Jersey,"Gloucester, New Jersey",39.7933809,-75.0494329
Gloucester,NJ,Anti-Jewish,2005,0,New Jersey,"Gloucester, New Jersey",39.7933809,-75.0494329
Gloucester,NJ,Anti-Jewish,2005,0,New Jersey,"Gloucester, New Jersey",39.7933809,-75.0494329
Gloucester,NJ,Anti-Jewish,2005,0,New Jersey,"Gloucester, New Jersey",39.7933809,-75.0494329
Essex,NJ,Anti-Jewish,2005,1,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,2,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,1,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,2,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,1,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,1,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Essex,NJ,Anti-Jewish,2005,0,New Jersey,"Essex, New Jersey",40.7947466,-74.2648829
Cumberland,NJ,Anti-Jewish,2005,0,New Jersey,"Cumberland, New Jersey",39.2587106,-75.0611147
Cumberland,NJ,Anti-Jewish,2005,0,New Jersey,"Cumberland, New Jersey",39.2587106,-75.0611147
Cumberland,NJ,Anti-Jewish,2005,0,New Jersey,"Cumberland, New Jersey",39.2587106,-75.0611147
Cape May,NJ,Anti-Jewish,2005,3,New Jersey,"Cape May, New Jersey",38.9351125,-74.9060053
Cape May,NJ,Anti-Jewish,2005,0,New Jersey,"Cape May, New Jersey",38.9351125,-74.9060053
Cape May,NJ,Anti-Jewish,2005,0,New Jersey,"Cape May, New Jersey",38.9351125,-74.9060053
Camden,NJ,Anti-Jewish,2005,6,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
Camden,NJ,Anti-Jewish,2005,1,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
Camden,NJ,Anti-Jewish,2005,3,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
Camden,NJ,Anti-Jewish,2005,2,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
Camden,NJ,Anti-Jewish,2005,0,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
Camden,NJ,Anti-Jewish,2005,1,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
Camden,NJ,Anti-Jewish,2005,3,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
Camden,NJ,Anti-Jewish,2005,1,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
Camden,NJ,Anti-Jewish,2005,2,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
Camden,NJ,Anti-Jewish,2005,1,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
Camden,NJ,Anti-Jewish,2005,0,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
Camden,NJ,Anti-Jewish,2005,0,New Jersey,"Camden, New Jersey",39.9259463,-75.1196199
