City,State,Year,Anti-Jewish,Anti-Islamic,Full,clean,lat,long
Beverly Hills,CA,2010,3,0,California,"beverly hills, california",34.0736204,-118.4003563
Beverly Hills,CA,2011,4,0,California,"beverly hills, california",34.0736204,-118.4003563
Beverly Hills,CA,2012,2,0,California,"beverly hills, california",34.0736204,-118.4003563
Beverly Hills,CA,2013,1,0,California,"beverly hills, california",34.0736204,-118.4003563
Beverly Hills,CA,2014,0,0,California,"beverly hills, california",34.0736204,-118.4003563
Beverly Hills,CA,2015,1,1,California,"beverly hills, california",34.0736204,-118.4003563
West Hollywood,CA,2010,0,0,California,"west hollywood, california",34.0900091,-118.3617443
West Hollywood,CA,2011,0,0,California,"west hollywood, california",34.0900091,-118.3617443
West Hollywood,CA,2012,0,0,California,"west hollywood, california",34.0900091,-118.3617443
West Hollywood,CA,2013,0,0,California,"west hollywood, california",34.0900091,-118.3617443
West Hollywood,CA,2014,1,0,California,"west hollywood, california",34.0900091,-118.3617443
West Hollywood,CA,2015,0,0,California,"west hollywood, california",34.0900091,-118.3617443
Claremont,CA,2010,0,0,California,"claremont, california",34.0966764,-117.7197785
Claremont,CA,2011,0,0,California,"claremont, california",34.0966764,-117.7197785
Claremont,CA,2012,0,0,California,"claremont, california",34.0966764,-117.7197785
Claremont,CA,2013,0,0,California,"claremont, california",34.0966764,-117.7197785
Claremont,CA,2014,3,0,California,"claremont, california",34.0966764,-117.7197785
Claremont,CA,2015,2,0,California,"claremont, california",34.0966764,-117.7197785
Burkburnett,TX,2010,0,0,Texas,"burkburnett, texas",34.0978711,-98.5706134
Burkburnett,TX,2011,0,0,Texas,"burkburnett, texas",34.0978711,-98.5706134
Burkburnett,TX,2012,0,0,Texas,"burkburnett, texas",34.0978711,-98.5706134
Burkburnett,TX,2013,0,0,Texas,"burkburnett, texas",34.0978711,-98.5706134
Burkburnett,TX,2014,0,0,Texas,"burkburnett, texas",34.0978711,-98.5706134
Burkburnett,TX,2015,1,0,Texas,"burkburnett, texas",34.0978711,-98.5706134
La Verne,CA,2010,0,0,California,"la verne, california",34.1008426,-117.7678355
La Verne,CA,2011,1,0,California,"la verne, california",34.1008426,-117.7678355
La Verne,CA,2012,0,0,California,"la verne, california",34.1008426,-117.7678355
La Verne,CA,2013,0,0,California,"la verne, california",34.1008426,-117.7678355
La Verne,CA,2014,0,0,California,"la verne, california",34.1008426,-117.7678355
La Verne,CA,2015,0,0,California,"la verne, california",34.1008426,-117.7678355
San Bernardino,CA,2010,0,0,California,"san bernardino, california",34.105244,-117.294118
San Bernardino,CA,2011,0,0,California,"san bernardino, california",34.105244,-117.294118
San Bernardino,CA,2012,0,0,California,"san bernardino, california",34.105244,-117.294118
San Bernardino,CA,2013,2,0,California,"san bernardino, california",34.105244,-117.294118
San Bernardino,CA,2014,0,0,California,"san bernardino, california",34.105244,-117.294118
San Bernardino,CA,2015,0,0,California,"san bernardino, california",34.105244,-117.294118
Calabasas,CA,2010,2,0,California,"calabasas, california",34.1367208,-118.6614809
Calabasas,CA,2011,1,0,California,"calabasas, california",34.1367208,-118.6614809
Calabasas,CA,2012,1,1,California,"calabasas, california",34.1367208,-118.6614809
Calabasas,CA,2013,2,0,California,"calabasas, california",34.1367208,-118.6614809
Calabasas,CA,2014,0,0,California,"calabasas, california",34.1367208,-118.6614809
Calabasas,CA,2015,0,0,California,"calabasas, california",34.1367208,-118.6614809
Pasadena,CA,2010,0,0,California,"pasadena, california",34.147452,-118.144269
Pasadena,CA,2011,0,0,California,"pasadena, california",34.147452,-118.144269
Pasadena,CA,2012,0,1,California,"pasadena, california",34.147452,-118.144269
Pasadena,CA,2013,0,0,California,"pasadena, california",34.147452,-118.144269
Pasadena,CA,2014,0,0,California,"pasadena, california",34.147452,-118.144269
Pasadena,CA,2015,0,0,California,"pasadena, california",34.147452,-118.144269
Agoura Hills,CA,2010,0,0,California,"agoura hills, california",34.1533395,-118.7616764
Agoura Hills,CA,2011,0,0,California,"agoura hills, california",34.1533395,-118.7616764
Agoura Hills,CA,2012,2,0,California,"agoura hills, california",34.1533395,-118.7616764
Agoura Hills,CA,2013,0,0,California,"agoura hills, california",34.1533395,-118.7616764
Agoura Hills,CA,2014,0,0,California,"agoura hills, california",34.1533395,-118.7616764
Agoura Hills,CA,2015,0,0,California,"agoura hills, california",34.1533395,-118.7616764
Thousand Oaks,CA,2010,3,0,California,"thousand oaks, california",34.175701,-118.848088
Thousand Oaks,CA,2011,2,0,California,"thousand oaks, california",34.175701,-118.848088
Thousand Oaks,CA,2012,0,0,California,"thousand oaks, california",34.175701,-118.848088
Thousand Oaks,CA,2013,0,0,California,"thousand oaks, california",34.175701,-118.848088
Thousand Oaks,CA,2014,0,0,California,"thousand oaks, california",34.175701,-118.848088
Thousand Oaks,CA,2015,2,0,California,"thousand oaks, california",34.175701,-118.848088
Burbank,CA,2010,2,0,California,"burbank, california",34.181742,-118.307837
Burbank,CA,2011,1,1,California,"burbank, california",34.181742,-118.307837
Burbank,CA,2012,1,0,California,"burbank, california",34.181742,-118.307837
Burbank,CA,2013,1,0,California,"burbank, california",34.181742,-118.307837
Burbank,CA,2014,0,1,California,"burbank, california",34.181742,-118.307837
Burbank,CA,2015,0,0,California,"burbank, california",34.181742,-118.307837
Florence,SC,2010,1,1,South Carolina,"florence, south carolina",34.1954331,-79.7625625
Florence,SC,2011,1,1,South Carolina,"florence, south carolina",34.1954331,-79.7625625
Florence,SC,2012,0,0,South Carolina,"florence, south carolina",34.1954331,-79.7625625
Florence,SC,2013,0,0,South Carolina,"florence, south carolina",34.1954331,-79.7625625
Florence,SC,2014,0,0,South Carolina,"florence, south carolina",34.1954331,-79.7625625
Florence,SC,2015,0,0,South Carolina,"florence, south carolina",34.1954331,-79.7625625
Oxnard,CA,2010,0,0,California,"oxnard, california",34.200343,-119.180119
Oxnard,CA,2011,0,0,California,"oxnard, california",34.200343,-119.180119
Oxnard,CA,2012,0,0,California,"oxnard, california",34.200343,-119.180119
Oxnard,CA,2013,0,0,California,"oxnard, california",34.200343,-119.180119
Oxnard,CA,2014,0,1,California,"oxnard, california",34.200343,-119.180119
Oxnard,CA,2015,0,0,California,"oxnard, california",34.200343,-119.180119
Camarillo,CA,2010,0,0,California,"camarillo, california",34.2163937,-119.0376023
Camarillo,CA,2011,0,0,California,"camarillo, california",34.2163937,-119.0376023
Camarillo,CA,2012,2,1,California,"camarillo, california",34.2163937,-119.0376023
Camarillo,CA,2013,1,0,California,"camarillo, california",34.2163937,-119.0376023
Camarillo,CA,2014,0,0,California,"camarillo, california",34.2163937,-119.0376023
Camarillo,CA,2015,0,0,California,"camarillo, california",34.2163937,-119.0376023
Ca St Un: Northridge,CA,2010,1,0,California,"ca st un: northridge, california",34.2569001,-118.5213581
Ca St Un: Northridge,CA,2011,2,0,California,"ca st un: northridge, california",34.2569001,-118.5213581
Ca St Un: Northridge,CA,2012,0,0,California,"ca st un: northridge, california",34.2569001,-118.5213581
Ca St Un: Northridge,CA,2013,0,0,California,"ca st un: northridge, california",34.2569001,-118.5213581
Ca St Un: Northridge,CA,2014,0,0,California,"ca st un: northridge, california",34.2569001,-118.5213581
Ca St Un: Northridge,CA,2015,0,0,California,"ca st un: northridge, california",34.2569001,-118.5213581
Ventura,CA,2010,1,1,California,"ventura, california",34.28082,-119.29232
Ventura,CA,2011,1,0,California,"ventura, california",34.28082,-119.29232
Ventura,CA,2012,0,0,California,"ventura, california",34.28082,-119.29232
Ventura,CA,2013,2,0,California,"ventura, california",34.28082,-119.29232
Ventura,CA,2014,2,0,California,"ventura, california",34.28082,-119.29232
Ventura,CA,2015,0,0,California,"ventura, california",34.28082,-119.29232
Moorpark,CA,2010,0,0,California,"moorpark, california",34.285558,-118.8820414
Moorpark,CA,2011,0,0,California,"moorpark, california",34.285558,-118.8820414
Moorpark,CA,2012,0,0,California,"moorpark, california",34.285558,-118.8820414
Moorpark,CA,2013,0,0,California,"moorpark, california",34.285558,-118.8820414
Moorpark,CA,2014,0,0,California,"moorpark, california",34.285558,-118.8820414
Moorpark,CA,2015,1,0,California,"moorpark, california",34.285558,-118.8820414
Simi Valley,CA,2010,3,0,California,"simi valley, california",34.289463,-118.717659
Simi Valley,CA,2011,1,0,California,"simi valley, california",34.289463,-118.717659
Simi Valley,CA,2012,1,0,California,"simi valley, california",34.289463,-118.717659
Simi Valley,CA,2013,1,0,California,"simi valley, california",34.289463,-118.717659
Simi Valley,CA,2014,1,0,California,"simi valley, california",34.289463,-118.717659
Simi Valley,CA,2015,1,0,California,"simi valley, california",34.289463,-118.717659
Guntersville,AL,2010,0,0,Alabama,"guntersville, alabama",34.3581473,-86.2947041
Guntersville,AL,2011,1,0,Alabama,"guntersville, alabama",34.3581473,-86.2947041
Guntersville,AL,2012,0,0,Alabama,"guntersville, alabama",34.3581473,-86.2947041
Guntersville,AL,2013,0,0,Alabama,"guntersville, alabama",34.3581473,-86.2947041
Guntersville,AL,2014,0,0,Alabama,"guntersville, alabama",34.3581473,-86.2947041
Guntersville,AL,2015,0,0,Alabama,"guntersville, alabama",34.3581473,-86.2947041
Santa Clarita,CA,2010,0,0,California,"santa clarita, california",34.413472,-118.551877
Santa Clarita,CA,2011,0,0,California,"santa clarita, california",34.413472,-118.551877
Santa Clarita,CA,2012,0,0,California,"santa clarita, california",34.413472,-118.551877
Santa Clarita,CA,2013,0,0,California,"santa clarita, california",34.413472,-118.551877
Santa Clarita,CA,2014,1,0,California,"santa clarita, california",34.413472,-118.551877
Santa Clarita,CA,2015,1,0,California,"santa clarita, california",34.413472,-118.551877
Dillon,SC,2010,0,0,South Carolina,"dillon, south carolina",34.4165505,-79.3711579
Dillon,SC,2011,0,0,South Carolina,"dillon, south carolina",34.4165505,-79.3711579
Dillon,SC,2012,0,0,South Carolina,"dillon, south carolina",34.4165505,-79.3711579
Dillon,SC,2013,0,1,South Carolina,"dillon, south carolina",34.4165505,-79.3711579
Dillon,SC,2014,0,0,South Carolina,"dillon, south carolina",34.4165505,-79.3711579
Dillon,SC,2015,0,0,South Carolina,"dillon, south carolina",34.4165505,-79.3711579
Santa Barbara,CA,2010,0,0,California,"santa barbara, california",34.4208305,-119.6981901
Santa Barbara,CA,2011,0,0,California,"santa barbara, california",34.4208305,-119.6981901
Santa Barbara,CA,2012,0,0,California,"santa barbara, california",34.4208305,-119.6981901
Santa Barbara,CA,2013,0,0,California,"santa barbara, california",34.4208305,-119.6981901
Santa Barbara,CA,2014,1,0,California,"santa barbara, california",34.4208305,-119.6981901
Santa Barbara,CA,2015,0,0,California,"santa barbara, california",34.4208305,-119.6981901
Goleta,CA,2010,0,0,California,"goleta, california",34.4358294,-119.8276389
Goleta,CA,2011,0,0,California,"goleta, california",34.4358294,-119.8276389
Goleta,CA,2012,0,0,California,"goleta, california",34.4358294,-119.8276389
Goleta,CA,2013,0,0,California,"goleta, california",34.4358294,-119.8276389
Goleta,CA,2014,1,0,California,"goleta, california",34.4358294,-119.8276389
Goleta,CA,2015,0,0,California,"goleta, california",34.4358294,-119.8276389
Laurens,SC,2010,0,1,South Carolina,"laurens, south carolina",34.4990116,-82.0142597
Laurens,SC,2011,0,0,South Carolina,"laurens, south carolina",34.4990116,-82.0142597
Laurens,SC,2012,0,0,South Carolina,"laurens, south carolina",34.4990116,-82.0142597
Laurens,SC,2013,0,0,South Carolina,"laurens, south carolina",34.4990116,-82.0142597
Laurens,SC,2014,0,0,South Carolina,"laurens, south carolina",34.4990116,-82.0142597
Laurens,SC,2015,0,0,South Carolina,"laurens, south carolina",34.4990116,-82.0142597
Victorville,CA,2010,0,0,California,"victorville, california",34.510612,-117.323638
Victorville,CA,2011,0,0,California,"victorville, california",34.510612,-117.323638
Victorville,CA,2012,0,0,California,"victorville, california",34.510612,-117.323638
Victorville,CA,2013,0,0,California,"victorville, california",34.510612,-117.323638
Victorville,CA,2014,0,1,California,"victorville, california",34.510612,-117.323638
Victorville,CA,2015,0,0,California,"victorville, california",34.510612,-117.323638
Camp Verde,AZ,2010,0,0,Arizona,"camp verde, arizona",34.5636358,-111.8543178
Camp Verde,AZ,2011,1,0,Arizona,"camp verde, arizona",34.5636358,-111.8543178
Camp Verde,AZ,2012,0,0,Arizona,"camp verde, arizona",34.5636358,-111.8543178
Camp Verde,AZ,2013,0,0,Arizona,"camp verde, arizona",34.5636358,-111.8543178
Camp Verde,AZ,2014,0,0,Arizona,"camp verde, arizona",34.5636358,-111.8543178
Camp Verde,AZ,2015,0,0,Arizona,"camp verde, arizona",34.5636358,-111.8543178
Palmdale,CA,2010,0,0,California,"palmdale, california",34.579232,-118.116568
Palmdale,CA,2011,0,0,California,"palmdale, california",34.579232,-118.116568
Palmdale,CA,2012,1,0,California,"palmdale, california",34.579232,-118.116568
Palmdale,CA,2013,0,0,California,"palmdale, california",34.579232,-118.116568
Palmdale,CA,2014,0,0,California,"palmdale, california",34.579232,-118.116568
Palmdale,CA,2015,0,0,California,"palmdale, california",34.579232,-118.116568
Bennettsville,SC,2010,0,1,South Carolina,"bennettsville, south carolina",34.6173803,-79.6847814
Bennettsville,SC,2011,0,0,South Carolina,"bennettsville, south carolina",34.6173803,-79.6847814
Bennettsville,SC,2012,0,0,South Carolina,"bennettsville, south carolina",34.6173803,-79.6847814
Bennettsville,SC,2013,0,0,South Carolina,"bennettsville, south carolina",34.6173803,-79.6847814
Bennettsville,SC,2014,0,0,South Carolina,"bennettsville, south carolina",34.6173803,-79.6847814
Bennettsville,SC,2015,0,0,South Carolina,"bennettsville, south carolina",34.6173803,-79.6847814
Lancaster,CA,2010,0,0,California,"lancaster, california",34.698902,-118.14478
Lancaster,CA,2011,0,0,California,"lancaster, california",34.698902,-118.14478
Lancaster,CA,2012,2,2,California,"lancaster, california",34.698902,-118.14478
Lancaster,CA,2013,0,2,California,"lancaster, california",34.698902,-118.14478
Lancaster,CA,2014,0,0,California,"lancaster, california",34.698902,-118.14478
Lancaster,CA,2015,0,0,California,"lancaster, california",34.698902,-118.14478
Randall,TX,2010,0,0,Texas,"randall, texas",34.9020377,-101.7979613
Randall,TX,2011,0,0,Texas,"randall, texas",34.9020377,-101.7979613
Randall,TX,2012,0,1,Texas,"randall, texas",34.9020377,-101.7979613
Randall,TX,2013,0,0,Texas,"randall, texas",34.9020377,-101.7979613
Randall,TX,2014,0,0,Texas,"randall, texas",34.9020377,-101.7979613
Randall,TX,2015,0,0,Texas,"randall, texas",34.9020377,-101.7979613
Spartanburg,SC,2010,0,0,South Carolina,"spartanburg, south carolina",34.9495672,-81.9320482
Spartanburg,SC,2011,0,0,South Carolina,"spartanburg, south carolina",34.9495672,-81.9320482
Spartanburg,SC,2012,1,0,South Carolina,"spartanburg, south carolina",34.9495672,-81.9320482
Spartanburg,SC,2013,0,0,South Carolina,"spartanburg, south carolina",34.9495672,-81.9320482
Spartanburg,SC,2014,1,0,South Carolina,"spartanburg, south carolina",34.9495672,-81.9320482
Spartanburg,SC,2015,0,0,South Carolina,"spartanburg, south carolina",34.9495672,-81.9320482
Santa Maria,CA,2010,1,0,California,"santa maria, california",34.953132,-120.43453
Santa Maria,CA,2011,0,0,California,"santa maria, california",34.953132,-120.43453
Santa Maria,CA,2012,0,0,California,"santa maria, california",34.953132,-120.43453
Santa Maria,CA,2013,0,0,California,"santa maria, california",34.953132,-120.43453
Santa Maria,CA,2014,0,0,California,"santa maria, california",34.953132,-120.43453
Santa Maria,CA,2015,0,0,California,"santa maria, california",34.953132,-120.43453
Hope Mills,NC,2010,0,0,North Carolina,"hope mills, north carolina",34.9704419,-78.9453056
Hope Mills,NC,2011,1,0,North Carolina,"hope mills, north carolina",34.9704419,-78.9453056
Hope Mills,NC,2012,0,0,North Carolina,"hope mills, north carolina",34.9704419,-78.9453056
Hope Mills,NC,2013,0,0,North Carolina,"hope mills, north carolina",34.9704419,-78.9453056
Hope Mills,NC,2014,0,0,North Carolina,"hope mills, north carolina",34.9704419,-78.9453056
Hope Mills,NC,2015,0,0,North Carolina,"hope mills, north carolina",34.9704419,-78.9453056
Univ Of Tn: Chattanooga,TN,2010,0,0,Tennessee,"univ of tn: chattanooga, tennessee",35.0464068,-85.2944703
Univ Of Tn: Chattanooga,TN,2011,0,0,Tennessee,"univ of tn: chattanooga, tennessee",35.0464068,-85.2944703
Univ Of Tn: Chattanooga,TN,2012,0,0,Tennessee,"univ of tn: chattanooga, tennessee",35.0464068,-85.2944703
Univ Of Tn: Chattanooga,TN,2013,0,0,Tennessee,"univ of tn: chattanooga, tennessee",35.0464068,-85.2944703
Univ Of Tn: Chattanooga,TN,2014,0,0,Tennessee,"univ of tn: chattanooga, tennessee",35.0464068,-85.2944703
Univ Of Tn: Chattanooga,TN,2015,1,0,Tennessee,"univ of tn: chattanooga, tennessee",35.0464068,-85.2944703
Chattanooga,TN,2010,1,0,Tennessee,"chattanooga, tennessee",35.046724,-85.309467
Chattanooga,TN,2011,0,0,Tennessee,"chattanooga, tennessee",35.046724,-85.309467
Chattanooga,TN,2012,4,2,Tennessee,"chattanooga, tennessee",35.046724,-85.309467
Chattanooga,TN,2013,0,1,Tennessee,"chattanooga, tennessee",35.046724,-85.309467
Chattanooga,TN,2014,0,0,Tennessee,"chattanooga, tennessee",35.046724,-85.309467
Chattanooga,TN,2015,0,1,Tennessee,"chattanooga, tennessee",35.046724,-85.309467
Fayetteville,NC,2010,0,0,North Carolina,"fayetteville, north carolina",35.05534,-78.877271
Fayetteville,NC,2011,0,0,North Carolina,"fayetteville, north carolina",35.05534,-78.877271
Fayetteville,NC,2012,2,0,North Carolina,"fayetteville, north carolina",35.05534,-78.877271
Fayetteville,NC,2013,0,0,North Carolina,"fayetteville, north carolina",35.05534,-78.877271
Fayetteville,NC,2014,0,0,North Carolina,"fayetteville, north carolina",35.05534,-78.877271
Fayetteville,NC,2015,0,0,North Carolina,"fayetteville, north carolina",35.05534,-78.877271
Albuquerque,NM,2010,0,0,New Mexico,"albuquerque, new mexico",35.084233,-106.64905
Albuquerque,NM,2011,2,1,New Mexico,"albuquerque, new mexico",35.084233,-106.64905
Albuquerque,NM,2012,0,0,New Mexico,"albuquerque, new mexico",35.084233,-106.64905
Albuquerque,NM,2013,0,1,New Mexico,"albuquerque, new mexico",35.084233,-106.64905
Albuquerque,NM,2014,1,2,New Mexico,"albuquerque, new mexico",35.084233,-106.64905
Albuquerque,NM,2015,2,0,New Mexico,"albuquerque, new mexico",35.084233,-106.64905
Red Bank,TN,2010,0,0,Tennessee,"red bank, tennessee",35.1122945,-85.2941251
Red Bank,TN,2011,0,0,Tennessee,"red bank, tennessee",35.1122945,-85.2941251
Red Bank,TN,2012,1,0,Tennessee,"red bank, tennessee",35.1122945,-85.2941251
Red Bank,TN,2013,0,0,Tennessee,"red bank, tennessee",35.1122945,-85.2941251
Red Bank,TN,2014,0,0,Tennessee,"red bank, tennessee",35.1122945,-85.2941251
Red Bank,TN,2015,0,0,Tennessee,"red bank, tennessee",35.1122945,-85.2941251
Taft,CA,2010,0,0,California,"taft, california",35.1424671,-119.4565078
Taft,CA,2011,0,0,California,"taft, california",35.1424671,-119.4565078
Taft,CA,2012,0,0,California,"taft, california",35.1424671,-119.4565078
Taft,CA,2013,0,0,California,"taft, california",35.1424671,-119.4565078
Taft,CA,2014,1,0,California,"taft, california",35.1424671,-119.4565078
Taft,CA,2015,0,0,California,"taft, california",35.1424671,-119.4565078
Memphis,TN,2010,0,1,Tennessee,"memphis, tennessee",35.149763,-90.049249
Memphis,TN,2011,0,0,Tennessee,"memphis, tennessee",35.149763,-90.049249
Memphis,TN,2012,2,1,Tennessee,"memphis, tennessee",35.149763,-90.049249
Memphis,TN,2013,0,0,Tennessee,"memphis, tennessee",35.149763,-90.049249
Memphis,TN,2014,0,0,Tennessee,"memphis, tennessee",35.149763,-90.049249
Memphis,TN,2015,1,0,Tennessee,"memphis, tennessee",35.149763,-90.049249
Hamilton,TN,2010,0,0,Tennessee,"hamilton, tennessee",35.1618966,-85.1479364
Hamilton,TN,2011,0,0,Tennessee,"hamilton, tennessee",35.1618966,-85.1479364
Hamilton,TN,2012,0,0,Tennessee,"hamilton, tennessee",35.1618966,-85.1479364
Hamilton,TN,2013,0,0,Tennessee,"hamilton, tennessee",35.1618966,-85.1479364
Hamilton,TN,2014,0,0,Tennessee,"hamilton, tennessee",35.1618966,-85.1479364
Hamilton,TN,2015,1,0,Tennessee,"hamilton, tennessee",35.1618966,-85.1479364
Northern Arizona Univ,AZ,2010,0,0,Arizona,"northern arizona univ, arizona",35.1830854,-111.6549649
Northern Arizona Univ,AZ,2011,0,0,Arizona,"northern arizona univ, arizona",35.1830854,-111.6549649
Northern Arizona Univ,AZ,2012,0,0,Arizona,"northern arizona univ, arizona",35.1830854,-111.6549649
Northern Arizona Univ,AZ,2013,0,0,Arizona,"northern arizona univ, arizona",35.1830854,-111.6549649
Northern Arizona Univ,AZ,2014,1,0,Arizona,"northern arizona univ, arizona",35.1830854,-111.6549649
Northern Arizona Univ,AZ,2015,0,0,Arizona,"northern arizona univ, arizona",35.1830854,-111.6549649
Flagstaff,AZ,2010,0,0,Arizona,"flagstaff, arizona",35.1982836,-111.651302
Flagstaff,AZ,2011,0,0,Arizona,"flagstaff, arizona",35.1982836,-111.651302
Flagstaff,AZ,2012,1,0,Arizona,"flagstaff, arizona",35.1982836,-111.651302
Flagstaff,AZ,2013,0,0,Arizona,"flagstaff, arizona",35.1982836,-111.651302
Flagstaff,AZ,2014,0,0,Arizona,"flagstaff, arizona",35.1982836,-111.651302
Flagstaff,AZ,2015,0,0,Arizona,"flagstaff, arizona",35.1982836,-111.651302
Mohave,AZ,2010,0,0,Arizona,"mohave, arizona",35.2143346,-113.7632828
Mohave,AZ,2011,0,0,Arizona,"mohave, arizona",35.2143346,-113.7632828
Mohave,AZ,2012,1,0,Arizona,"mohave, arizona",35.2143346,-113.7632828
Mohave,AZ,2013,0,0,Arizona,"mohave, arizona",35.2143346,-113.7632828
Mohave,AZ,2014,0,0,Arizona,"mohave, arizona",35.2143346,-113.7632828
Mohave,AZ,2015,0,0,Arizona,"mohave, arizona",35.2143346,-113.7632828
Norman,OK,2010,0,1,Oklahoma,"norman, oklahoma",35.220762,-97.446599
Norman,OK,2011,0,0,Oklahoma,"norman, oklahoma",35.220762,-97.446599
Norman,OK,2012,0,0,Oklahoma,"norman, oklahoma",35.220762,-97.446599
Norman,OK,2013,0,0,Oklahoma,"norman, oklahoma",35.220762,-97.446599
Norman,OK,2014,0,0,Oklahoma,"norman, oklahoma",35.220762,-97.446599
Norman,OK,2015,0,0,Oklahoma,"norman, oklahoma",35.220762,-97.446599
Charlotte-Mecklenburg,NC,2010,1,4,North Carolina,"charlotte-mecklenburg, north carolina",35.2270869,-80.8431267
Charlotte-Mecklenburg,NC,2011,2,0,North Carolina,"charlotte-mecklenburg, north carolina",35.2270869,-80.8431267
Charlotte-Mecklenburg,NC,2012,0,1,North Carolina,"charlotte-mecklenburg, north carolina",35.2270869,-80.8431267
Charlotte-Mecklenburg,NC,2013,3,1,North Carolina,"charlotte-mecklenburg, north carolina",35.2270869,-80.8431267
Charlotte-Mecklenburg,NC,2014,2,0,North Carolina,"charlotte-mecklenburg, north carolina",35.2270869,-80.8431267
Charlotte-Mecklenburg,NC,2015,0,2,North Carolina,"charlotte-mecklenburg, north carolina",35.2270869,-80.8431267
San Luis Obispo,CA,2010,2,0,California,"san luis obispo, california",35.2827524,-120.6596156
San Luis Obispo,CA,2011,0,0,California,"san luis obispo, california",35.2827524,-120.6596156
San Luis Obispo,CA,2012,0,0,California,"san luis obispo, california",35.2827524,-120.6596156
San Luis Obispo,CA,2013,0,0,California,"san luis obispo, california",35.2827524,-120.6596156
San Luis Obispo,CA,2014,0,0,California,"san luis obispo, california",35.2827524,-120.6596156
San Luis Obispo,CA,2015,0,0,California,"san luis obispo, california",35.2827524,-120.6596156
Ca St Polyt U:San Luis O,CA,2010,0,0,California,"ca st polyt u:san luis o, california",35.3050053,-120.6624942
Ca St Polyt U:San Luis O,CA,2011,0,0,California,"ca st polyt u:san luis o, california",35.3050053,-120.6624942
Ca St Polyt U:San Luis O,CA,2012,0,0,California,"ca st polyt u:san luis o, california",35.3050053,-120.6624942
Ca St Polyt U:San Luis O,CA,2013,0,0,California,"ca st polyt u:san luis o, california",35.3050053,-120.6624942
Ca St Polyt U:San Luis O,CA,2014,0,0,California,"ca st polyt u:san luis o, california",35.3050053,-120.6624942
Ca St Polyt U:San Luis O,CA,2015,1,0,California,"ca st polyt u:san luis o, california",35.3050053,-120.6624942
Western Carolina Univ,NC,2010,0,0,North Carolina,"western carolina univ, north carolina",35.3089224,-83.1843781
Western Carolina Univ,NC,2011,0,0,North Carolina,"western carolina univ, north carolina",35.3089224,-83.1843781
Western Carolina Univ,NC,2012,0,0,North Carolina,"western carolina univ, north carolina",35.3089224,-83.1843781
Western Carolina Univ,NC,2013,0,0,North Carolina,"western carolina univ, north carolina",35.3089224,-83.1843781
Western Carolina Univ,NC,2014,1,0,North Carolina,"western carolina univ, north carolina",35.3089224,-83.1843781
Western Carolina Univ,NC,2015,0,0,North Carolina,"western carolina univ, north carolina",35.3089224,-83.1843781
Oklahoma City,OK,2010,1,0,Oklahoma,"oklahoma city, oklahoma",35.472031,-97.521069
Oklahoma City,OK,2011,0,1,Oklahoma,"oklahoma city, oklahoma",35.472031,-97.521069
Oklahoma City,OK,2012,0,0,Oklahoma,"oklahoma city, oklahoma",35.472031,-97.521069
Oklahoma City,OK,2013,0,2,Oklahoma,"oklahoma city, oklahoma",35.472031,-97.521069
Oklahoma City,OK,2014,0,1,Oklahoma,"oklahoma city, oklahoma",35.472031,-97.521069
Oklahoma City,OK,2015,0,0,Oklahoma,"oklahoma city, oklahoma",35.472031,-97.521069
Kern,CA,2010,0,0,California,"kern, california",35.4937274,-118.8596804
Kern,CA,2011,0,0,California,"kern, california",35.4937274,-118.8596804
Kern,CA,2012,0,0,California,"kern, california",35.4937274,-118.8596804
Kern,CA,2013,1,0,California,"kern, california",35.4937274,-118.8596804
Kern,CA,2014,0,0,California,"kern, california",35.4937274,-118.8596804
Kern,CA,2015,0,0,California,"kern, california",35.4937274,-118.8596804
Lewis,TN,2010,1,0,Tennessee,"lewis, tennessee",35.4962054,-87.5000082
Lewis,TN,2011,0,0,Tennessee,"lewis, tennessee",35.4962054,-87.5000082
Lewis,TN,2012,0,0,Tennessee,"lewis, tennessee",35.4962054,-87.5000082
Lewis,TN,2013,0,0,Tennessee,"lewis, tennessee",35.4962054,-87.5000082
Lewis,TN,2014,0,0,Tennessee,"lewis, tennessee",35.4962054,-87.5000082
Lewis,TN,2015,0,0,Tennessee,"lewis, tennessee",35.4962054,-87.5000082
Choctaw,OK,2010,0,0,Oklahoma,"choctaw, oklahoma",35.4975625,-97.2689212
Choctaw,OK,2011,0,0,Oklahoma,"choctaw, oklahoma",35.4975625,-97.2689212
Choctaw,OK,2012,0,0,Oklahoma,"choctaw, oklahoma",35.4975625,-97.2689212
Choctaw,OK,2013,0,0,Oklahoma,"choctaw, oklahoma",35.4975625,-97.2689212
Choctaw,OK,2014,0,0,Oklahoma,"choctaw, oklahoma",35.4975625,-97.2689212
Choctaw,OK,2015,1,0,Oklahoma,"choctaw, oklahoma",35.4975625,-97.2689212
Putnam City Campus,OK,2010,0,0,Oklahoma,"putnam city campus, oklahoma",35.521446,-97.608652
Putnam City Campus,OK,2011,1,0,Oklahoma,"putnam city campus, oklahoma",35.521446,-97.608652
Putnam City Campus,OK,2012,0,0,Oklahoma,"putnam city campus, oklahoma",35.521446,-97.608652
Putnam City Campus,OK,2013,0,0,Oklahoma,"putnam city campus, oklahoma",35.521446,-97.608652
Putnam City Campus,OK,2014,0,0,Oklahoma,"putnam city campus, oklahoma",35.521446,-97.608652
