Anti_Jewish,Anti_Islamic,state,city,latitude,longitude,date
0,0,Tennessee,Middle Tennessee State U,35.8486229,-86.3669155,2010
0,0,Tennessee,Middle Tennessee State U,35.8486229,-86.3669155,2011
0,0,Tennessee,Middle Tennessee State U,35.8486229,-86.3669155,2012
0,0,Tennessee,Middle Tennessee State U,35.8486229,-86.3669155,2013
0,3,Tennessee,Middle Tennessee State U,35.8486229,-86.3669155,2014
0,0,Tennessee,Middle Tennessee State U,35.8486229,-86.3669155,2015
0,0,North Carolina,Chapel Hill,35.9131996,-79.0558445,2010
0,0,North Carolina,Chapel Hill,35.9131996,-79.0558445,2011
1,0,North Carolina,Chapel Hill,35.9131996,-79.0558445,2012
0,0,North Carolina,Chapel Hill,35.9131996,-79.0558445,2013
0,0,North Carolina,Chapel Hill,35.9131996,-79.0558445,2014
0,0,North Carolina,Chapel Hill,35.9131996,-79.0558445,2015
0,0,Tennessee,Williamson,35.9179271,-86.8621827,2010
0,0,Tennessee,Williamson,35.9179271,-86.8621827,2011
0,0,Tennessee,Williamson,35.9179271,-86.8621827,2012
0,0,Tennessee,Williamson,35.9179271,-86.8621827,2013
0,0,Tennessee,Williamson,35.9179271,-86.8621827,2014
1,0,Tennessee,Williamson,35.9179271,-86.8621827,2015
0,0,Tennessee,Franklin,35.9250637,-86.8688899,2010
1,0,Tennessee,Franklin,35.9250637,-86.8688899,2011
0,0,Tennessee,Franklin,35.9250637,-86.8688899,2012
0,0,Tennessee,Franklin,35.9250637,-86.8688899,2013
0,0,Tennessee,Franklin,35.9250637,-86.8688899,2014
0,0,Tennessee,Franklin,35.9250637,-86.8688899,2015
0,0,Tennessee,Knoxville,35.96068,-83.92103,2010
1,1,Tennessee,Knoxville,35.96068,-83.92103,2011
0,1,Tennessee,Knoxville,35.96068,-83.92103,2012
0,0,Tennessee,Knoxville,35.96068,-83.92103,2013
0,1,Tennessee,Knoxville,35.96068,-83.92103,2014
0,1,Tennessee,Knoxville,35.96068,-83.92103,2015
1,0,Tennessee,Knox,35.9874629,-83.9419784,2010
0,0,Tennessee,Knox,35.9874629,-83.9419784,2011
0,0,Tennessee,Knox,35.9874629,-83.9419784,2012
0,0,Tennessee,Knox,35.9874629,-83.9419784,2013
0,0,Tennessee,Knox,35.9874629,-83.9419784,2014
0,0,Tennessee,Knox,35.9874629,-83.9419784,2015
0,0,North Carolina,Durham,35.995424,-78.896441,2010
0,0,North Carolina,Durham,35.995424,-78.896441,2011
0,1,North Carolina,Durham,35.995424,-78.896441,2012
0,0,North Carolina,Durham,35.995424,-78.896441,2013
0,0,North Carolina,Durham,35.995424,-78.896441,2014
0,1,North Carolina,Durham,35.995424,-78.896441,2015
0,0,Tennessee,Oak Ridge,36.0103561,-84.2696449,2010
2,0,Tennessee,Oak Ridge,36.0103561,-84.2696449,2011
0,0,Tennessee,Oak Ridge,36.0103561,-84.2696449,2012
0,0,Tennessee,Oak Ridge,36.0103561,-84.2696449,2013
0,0,Tennessee,Oak Ridge,36.0103561,-84.2696449,2014
0,0,Tennessee,Oak Ridge,36.0103561,-84.2696449,2015
0,0,North Carolina,Kill Devil Hills,36.0307226,-75.6760101,2010
1,0,North Carolina,Kill Devil Hills,36.0307226,-75.6760101,2011
0,0,North Carolina,Kill Devil Hills,36.0307226,-75.6760101,2012
0,0,North Carolina,Kill Devil Hills,36.0307226,-75.6760101,2013
0,0,North Carolina,Kill Devil Hills,36.0307226,-75.6760101,2014
0,0,North Carolina,Kill Devil Hills,36.0307226,-75.6760101,2015
1,0,Nevada,Henderson,36.031234,-114.981509,2010
0,0,Nevada,Henderson,36.031234,-114.981509,2011
0,0,Nevada,Henderson,36.031234,-114.981509,2012
0,0,Nevada,Henderson,36.031234,-114.981509,2013
0,0,Nevada,Henderson,36.031234,-114.981509,2014
0,0,Nevada,Henderson,36.031234,-114.981509,2015
0,0,North Carolina,Greensboro,36.068992,-79.794699,2010
0,0,North Carolina,Greensboro,36.068992,-79.794699,2011
1,0,North Carolina,Greensboro,36.068992,-79.794699,2012
0,0,North Carolina,Greensboro,36.068992,-79.794699,2013
0,0,North Carolina,Greensboro,36.068992,-79.794699,2014
1,1,North Carolina,Greensboro,36.068992,-79.794699,2015
1,1,Nevada,Univ Of Nevada:Las Vegas,36.107043,-115.1423749,2010
1,0,Nevada,Univ Of Nevada:Las Vegas,36.107043,-115.1423749,2011
0,0,Nevada,Univ Of Nevada:Las Vegas,36.107043,-115.1423749,2012
0,0,Nevada,Univ Of Nevada:Las Vegas,36.107043,-115.1423749,2013
0,0,Nevada,Univ Of Nevada:Las Vegas,36.107043,-115.1423749,2014
0,0,Nevada,Univ Of Nevada:Las Vegas,36.107043,-115.1423749,2015
1,0,North Carolina,Forsyth,36.1200003,-80.1875065,2010
0,0,North Carolina,Forsyth,36.1200003,-80.1875065,2011
0,0,North Carolina,Forsyth,36.1200003,-80.1875065,2012
0,0,North Carolina,Forsyth,36.1200003,-80.1875065,2013
1,1,North Carolina,Forsyth,36.1200003,-80.1875065,2014
0,0,North Carolina,Forsyth,36.1200003,-80.1875065,2015
11,0,Nevada,Las Vegas Metro Pd,36.1273364,-115.1467141,2010
5,0,Nevada,Las Vegas Metro Pd,36.1273364,-115.1467141,2011
8,1,Nevada,Las Vegas Metro Pd,36.1273364,-115.1467141,2012
7,1,Nevada,Las Vegas Metro Pd,36.1273364,-115.1467141,2013
0,0,Nevada,Las Vegas Metro Pd,36.1273364,-115.1467141,2014
1,1,Nevada,Las Vegas Metro Pd,36.1273364,-115.1467141,2015
0,2,Tennessee,Rutherford,36.1275673,-88.9858988,2010
0,0,Tennessee,Rutherford,36.1275673,-88.9858988,2011
1,0,Tennessee,Rutherford,36.1275673,-88.9858988,2012
0,0,Tennessee,Rutherford,36.1275673,-88.9858988,2013
0,0,Tennessee,Rutherford,36.1275673,-88.9858988,2014
0,0,Tennessee,Rutherford,36.1275673,-88.9858988,2015
0,0,Tennessee,Nashville Metropolitan,36.1290205,-86.8403739,2010
0,0,Tennessee,Nashville Metropolitan,36.1290205,-86.8403739,2011
0,0,Tennessee,Nashville Metropolitan,36.1290205,-86.8403739,2012
0,0,Tennessee,Nashville Metropolitan,36.1290205,-86.8403739,2013
0,0,Tennessee,Nashville Metropolitan,36.1290205,-86.8403739,2014
1,1,Tennessee,Nashville Metropolitan,36.1290205,-86.8403739,2015
0,0,Tennessee,Vanderbilt University,36.1447034,-86.8026551,2010
0,0,Tennessee,Vanderbilt University,36.1447034,-86.8026551,2011
0,0,Tennessee,Vanderbilt University,36.1447034,-86.8026551,2012
1,0,Tennessee,Vanderbilt University,36.1447034,-86.8026551,2013
0,0,Tennessee,Vanderbilt University,36.1447034,-86.8026551,2014
2,0,Tennessee,Vanderbilt University,36.1447034,-86.8026551,2015
0,0,Oklahoma,Tulsa,36.14974,-95.993329,2010
0,0,Oklahoma,Tulsa,36.14974,-95.993329,2011
0,1,Oklahoma,Tulsa,36.14974,-95.993329,2012
0,0,Oklahoma,Tulsa,36.14974,-95.993329,2013
0,0,Oklahoma,Tulsa,36.14974,-95.993329,2014
0,0,Oklahoma,Tulsa,36.14974,-95.993329,2015
0,0,Tennessee,Cookeville,36.162839,-85.5016423,2010
0,0,Tennessee,Cookeville,36.162839,-85.5016423,2011
0,0,Tennessee,Cookeville,36.162839,-85.5016423,2012
0,0,Tennessee,Cookeville,36.162839,-85.5016423,2013
0,0,Tennessee,Cookeville,36.162839,-85.5016423,2014
0,1,Tennessee,Cookeville,36.162839,-85.5016423,2015
0,0,Tennessee,Nashville,36.167843,-86.778159,2010
0,4,Tennessee,Nashville,36.167843,-86.778159,2011
0,0,Tennessee,Nashville,36.167843,-86.778159,2012
0,0,Tennessee,Nashville,36.167843,-86.778159,2013
0,0,Tennessee,Nashville,36.167843,-86.778159,2014
0,0,Tennessee,Nashville,36.167843,-86.778159,2015
0,1,Nevada,North Las Vegas,36.20051,-115.118878,2010
0,0,Nevada,North Las Vegas,36.20051,-115.118878,2011
1,0,Nevada,North Las Vegas,36.20051,-115.118878,2012
0,0,Nevada,North Las Vegas,36.20051,-115.118878,2013
0,0,Nevada,North Las Vegas,36.20051,-115.118878,2014
0,0,Nevada,North Las Vegas,36.20051,-115.118878,2015
0,0,California,Tulare,36.2077288,-119.3473379,2010
0,0,California,Tulare,36.2077288,-119.3473379,2011
1,0,California,Tulare,36.2077288,-119.3473379,2012
0,0,California,Tulare,36.2077288,-119.3473379,2013
0,0,California,Tulare,36.2077288,-119.3473379,2014
0,0,California,Tulare,36.2077288,-119.3473379,2015
0,0,Tennessee,East Tennessee State Uni,36.3025374,-82.3701933,2010
0,0,Tennessee,East Tennessee State Uni,36.3025374,-82.3701933,2011
0,0,Tennessee,East Tennessee State Uni,36.3025374,-82.3701933,2012
0,0,Tennessee,East Tennessee State Uni,36.3025374,-82.3701933,2013
0,0,Tennessee,East Tennessee State Uni,36.3025374,-82.3701933,2014
1,0,Tennessee,East Tennessee State Uni,36.3025374,-82.3701933,2015
0,1,North Carolina,Oxford,36.3107004,-78.5908345,2010
0,0,North Carolina,Oxford,36.3107004,-78.5908345,2011
0,0,North Carolina,Oxford,36.3107004,-78.5908345,2012
0,0,North Carolina,Oxford,36.3107004,-78.5908345,2013
0,0,North Carolina,Oxford,36.3107004,-78.5908345,2014
0,0,North Carolina,Oxford,36.3107004,-78.5908345,2015
0,1,Tennessee,Stewart,36.3206104,-87.8414143,2010
0,0,Tennessee,Stewart,36.3206104,-87.8414143,2011
0,0,Tennessee,Stewart,36.3206104,-87.8414143,2012
0,0,Tennessee,Stewart,36.3206104,-87.8414143,2013
0,0,Tennessee,Stewart,36.3206104,-87.8414143,2014
0,0,Tennessee,Stewart,36.3206104,-87.8414143,2015
0,0,Tennessee,Goodlettsville,36.3231066,-86.7133302,2010
0,0,Tennessee,Goodlettsville,36.3231066,-86.7133302,2011
2,0,Tennessee,Goodlettsville,36.3231066,-86.7133302,2012
0,0,Tennessee,Goodlettsville,36.3231066,-86.7133302,2013
0,0,Tennessee,Goodlettsville,36.3231066,-86.7133302,2014
0,0,Tennessee,Goodlettsville,36.3231066,-86.7133302,2015
0,0,Arkansas,Rogers,36.3320196,-94.1185366,2010
0,0,Arkansas,Rogers,36.3320196,-94.1185366,2011
0,0,Arkansas,Rogers,36.3320196,-94.1185366,2012
0,0,Arkansas,Rogers,36.3320196,-94.1185366,2013
0,1,Arkansas,Rogers,36.3320196,-94.1185366,2014
0,0,Arkansas,Rogers,36.3320196,-94.1185366,2015
0,0,Tennessee,Gallatin,36.3883809,-86.4466599,2010
0,0,Tennessee,Gallatin,36.3883809,-86.4466599,2011
0,0,Tennessee,Gallatin,36.3883809,-86.4466599,2012
0,0,Tennessee,Gallatin,36.3883809,-86.4466599,2013
1,0,Tennessee,Gallatin,36.3883809,-86.4466599,2014
0,0,Tennessee,Gallatin,36.3883809,-86.4466599,2015
0,0,Oklahoma,Hominy,36.4142357,-96.3952963,2010
0,0,Oklahoma,Hominy,36.4142357,-96.3952963,2011
0,1,Oklahoma,Hominy,36.4142357,-96.3952963,2012
0,0,Oklahoma,Hominy,36.4142357,-96.3952963,2013
0,0,Oklahoma,Hominy,36.4142357,-96.3952963,2014
0,0,Oklahoma,Hominy,36.4142357,-96.3952963,2015
0,0,Tennessee,Clarksville,36.531212,-87.35992,2010
0,0,Tennessee,Clarksville,36.531212,-87.35992,2011
1,0,Tennessee,Clarksville,36.531212,-87.35992,2012
0,0,Tennessee,Clarksville,36.531212,-87.35992,2013
0,0,Tennessee,Clarksville,36.531212,-87.35992,2014
0,3,Tennessee,Clarksville,36.531212,-87.35992,2015
0,0,California,Selma,36.5707838,-119.6120765,2010
0,0,California,Selma,36.5707838,-119.6120765,2011
0,0,California,Selma,36.5707838,-119.6120765,2012
0,0,California,Selma,36.5707838,-119.6120765,2013
0,0,California,Selma,36.5707838,-119.6120765,2014
0,1,California,Selma,36.5707838,-119.6120765,2015
0,0,Virginia,Danville,36.5859718,-79.3950228,2010
1,0,Virginia,Danville,36.5859718,-79.3950228,2011
1,0,Virginia,Danville,36.5859718,-79.3950228,2012
0,0,Virginia,Danville,36.5859718,-79.3950228,2013
0,0,Virginia,Danville,36.5859718,-79.3950228,2014
0,0,Virginia,Danville,36.5859718,-79.3950228,2015
0,0,California,Monterey,36.6002378,-121.8946761,2010
0,0,California,Monterey,36.6002378,-121.8946761,2011
0,0,California,Monterey,36.6002378,-121.8946761,2012
1,0,California,Monterey,36.6002378,-121.8946761,2013
0,0,California,Monterey,36.6002378,-121.8946761,2014
0,0,California,Monterey,36.6002378,-121.8946761,2015
0,0,California,San Joaquin,36.6066162,-120.1890447,2010
0,0,California,San Joaquin,36.6066162,-120.1890447,2011
0,0,California,San Joaquin,36.6066162,-120.1890447,2012
0,0,California,San Joaquin,36.6066162,-120.1890447,2013
0,0,California,San Joaquin,36.6066162,-120.1890447,2014
0,2,California,San Joaquin,36.6066162,-120.1890447,2015
0,0,Kentucky,Murray,36.6103334,-88.314761,2010
0,0,Kentucky,Murray,36.6103334,-88.314761,2011
0,0,Kentucky,Murray,36.6103334,-88.314761,2012
0,0,Kentucky,Murray,36.6103334,-88.314761,2013
0,0,Kentucky,Murray,36.6103334,-88.314761,2014
0,1,Kentucky,Murray,36.6103334,-88.314761,2015
0,0,Kentucky,Oak Grove,36.6650471,-87.4427878,2010
0,1,Kentucky,Oak Grove,36.6650471,-87.4427878,2011
0,0,Kentucky,Oak Grove,36.6650471,-87.4427878,2012
0,0,Kentucky,Oak Grove,36.6650471,-87.4427878,2013
0,0,Kentucky,Oak Grove,36.6650471,-87.4427878,2014
0,0,Kentucky,Oak Grove,36.6650471,-87.4427878,2015
0,0,Oklahoma,Guymon,36.6828041,-101.4815493,2010
0,0,Oklahoma,Guymon,36.6828041,-101.4815493,2011
0,0,Oklahoma,Guymon,36.6828041,-101.4815493,2012
0,0,Oklahoma,Guymon,36.6828041,-101.4815493,2013
0,0,Oklahoma,Guymon,36.6828041,-101.4815493,2014
1,0,Oklahoma,Guymon,36.6828041,-101.4815493,2015
0,0,Virginia,Chesapeake,36.714292,-76.24784,2010
0,0,Virginia,Chesapeake,36.714292,-76.24784,2011
0,0,Virginia,Chesapeake,36.714292,-76.24784,2012
0,0,Virginia,Chesapeake,36.714292,-76.24784,2013
1,0,Virginia,Chesapeake,36.714292,-76.24784,2014
0,0,Virginia,Chesapeake,36.714292,-76.24784,2015
0,0,California,Fresno,36.740664,-119.785758,2010
0,0,California,Fresno,36.740664,-119.785758,2011
0,0,California,Fresno,36.740664,-119.785758,2012
0,0,California,Fresno,36.740664,-119.785758,2013
1,0,California,Fresno,36.740664,-119.785758,2014
0,0,California,Fresno,36.740664,-119.785758,2015
5,1,Virginia,Virginia Beach,36.75501,-76.059189,2010
3,1,Virginia,Virginia Beach,36.75501,-76.059189,2011
0,0,Virginia,Virginia Beach,36.75501,-76.059189,2012
1,0,Virginia,Virginia Beach,36.75501,-76.059189,2013
2,0,Virginia,Virginia Beach,36.75501,-76.059189,2014
1,0,Virginia,Virginia Beach,36.75501,-76.059189,2015
0,0,Virginia,Chilhowie,36.7984482,-81.6823411,2010
0,0,Virginia,Chilhowie,36.7984482,-81.6823411,2011
0,0,Virginia,Chilhowie,36.7984482,-81.6823411,2012
0,0,Virginia,Chilhowie,36.7984482,-81.6823411,2013
0,0,Virginia,Chilhowie,36.7984482,-81.6823411,2014
1,0,Virginia,Chilhowie,36.7984482,-81.6823411,2015
1,2,California,Clovis,36.823951,-119.694767,2010
0,0,California,Clovis,36.823951,-119.694767,2011
0,0,California,Clovis,36.823951,-119.694767,2012
0,0,California,Clovis,36.823951,-119.694767,2013
0,0,California,Clovis,36.823951,-119.694767,2014
1,0,California,Clovis,36.823951,-119.694767,2015
0,0,Virginia,Portsmouth,36.832642,-76.297708,2010
0,0,Virginia,Portsmouth,36.832642,-76.297708,2011
0,0,Virginia,Portsmouth,36.832642,-76.297708,2012
0,0,Virginia,Portsmouth,36.832642,-76.297708,2013
0,1,Virginia,Portsmouth,36.832642,-76.297708,2014
0,0,Virginia,Portsmouth,36.832642,-76.297708,2015
0,0,Virginia,Old Dominion University,36.8855515,-76.3067676,2010
0,0,Virginia,Old Dominion University,36.8855515,-76.3067676,2011
1,0,Virginia,Old Dominion University,36.8855515,-76.3067676,2012
0,0,Virginia,Old Dominion University,36.8855515,-76.3067676,2013
0,0,Virginia,Old Dominion University,36.8855515,-76.3067676,2014
0,0,Virginia,Old Dominion University,36.8855515,-76.3067676,2015
0,0,Virginia,Isle Of Wight,36.9288915,-76.6874701,2010
0,0,Virginia,Isle Of Wight,36.9288915,-76.6874701,2011
0,0,Virginia,Isle Of Wight,36.9288915,-76.6874701,2012
0,1,Virginia,Isle Of Wight,36.9288915,-76.6874701,2013
0,0,Virginia,Isle Of Wight,36.9288915,-76.6874701,2014
0,0,Virginia,Isle Of Wight,36.9288915,-76.6874701,2015
0,1,California,Madera,36.9613356,-120.0607176,2010
0,0,California,Madera,36.9613356,-120.0607176,2011
0,0,California,Madera,36.9613356,-120.0607176,2012
0,0,California,Madera,36.9613356,-120.0607176,2013
0,0,California,Madera,36.9613356,-120.0607176,2014
0,0,California,Madera,36.9613356,-120.0607176,2015
1,0,Kentucky,Bowling Green,36.9685219,-86.4808043,2010
0,0,Kentucky,Bowling Green,36.9685219,-86.4808043,2011
0,0,Kentucky,Bowling Green,36.9685219,-86.4808043,2012
0,0,Kentucky,Bowling Green,36.9685219,-86.4808043,2013
0,0,Kentucky,Bowling Green,36.9685219,-86.4808043,2014
1,1,Kentucky,Bowling Green,36.9685219,-86.4808043,2015
4,0,California,Santa Cruz,36.9741171,-122.0307963,2010
1,0,California,Santa Cruz,36.9741171,-122.0307963,2011
4,0,California,Santa Cruz,36.9741171,-122.0307963,2012
0,0,California,Santa Cruz,36.9741171,-122.0307963,2013
1,1,California,Santa Cruz,36.9741171,-122.0307963,2014
0,0,California,Santa Cruz,36.9741171,-122.0307963,2015
0,0,California,Un Of Ca: Santa Cruz,36.9913856,-122.0608718,2010
2,0,California,Un Of Ca: Santa Cruz,36.9913856,-122.0608718,2011
0,0,California,Un Of Ca: Santa Cruz,36.9913856,-122.0608718,2012
0,0,California,Un Of Ca: Santa Cruz,36.9913856,-122.0608718,2013
0,0,California,Un Of Ca: Santa Cruz,36.9913856,-122.0608718,2014
0,0,California,Un Of Ca: Santa Cruz,36.9913856,-122.0608718,2015
0,0,Kentucky,Glasgow,36.9958839,-85.9119215,2010
0,1,Kentucky,Glasgow,36.9958839,-85.9119215,2011
0,0,Kentucky,Glasgow,36.9958839,-85.9119215,2012
0,0,Kentucky,Glasgow,36.9958839,-85.9119215,2013
0,0,Kentucky,Glasgow,36.9958839,-85.9119215,2014
0,0,Kentucky,Glasgow,36.9958839,-85.9119215,2015
0,0,Missouri,Ozark,37.0208865,-93.2060163,2010
1,0,Missouri,Ozark,37.0208865,-93.2060163,2011
0,0,Missouri,Ozark,37.0208865,-93.2060163,2012
0,0,Missouri,Ozark,37.0208865,-93.2060163,2013
0,0,Missouri,Ozark,37.0208865,-93.2060163,2014
0,0,Missouri,Ozark,37.0208865,-93.2060163,2015
1,0,California,Scotts Valley,37.0510595,-122.0146841,2010
0,0,California,Scotts Valley,37.0510595,-122.0146841,2011
0,0,California,Scotts Valley,37.0510595,-122.0146841,2012
0,0,California,Scotts Valley,37.0510595,-122.0146841,2013
0,0,California,Scotts Valley,37.0510595,-122.0146841,2014
0,0,California,Scotts Valley,37.0510595,-122.0146841,2015
1,0,Virginia,Newport News,37.082884,-76.480228,2010
0,1,Virginia,Newport News,37.082884,-76.480228,2011
1,0,Virginia,Newport News,37.082884,-76.480228,2012
0,0,Virginia,Newport News,37.082884,-76.480228,2013
0,0,Virginia,Newport News,37.082884,-76.480228,2014
0,0,Virginia,Newport News,37.082884,-76.480228,2015
0,0,Kentucky,Somerset,37.0920222,-84.6041084,2010
0,1,Kentucky,Somerset,37.0920222,-84.6041084,2011
0,0,Kentucky,Somerset,37.0920222,-84.6041084,2012
1,0,Kentucky,Somerset,37.0920222,-84.6041084,2013
0,0,Kentucky,Somerset,37.0920222,-84.6041084,2014
0,0,Kentucky,Somerset,37.0920222,-84.6041084,2015
0,0,Virginia,Radford University,37.1382689,-80.5506221,2010
1,0,Virginia,Radford University,37.1382689,-80.5506221,2011
0,0,Virginia,Radford University,37.1382689,-80.5506221,2012
0,0,Virginia,Radford University,37.1382689,-80.5506221,2013
0,0,Virginia,Radford University,37.1382689,-80.5506221,2014
0,0,Virginia,Radford University,37.1382689,-80.5506221,2015
0,0,Virginia,Prince George,37.1593052,-77.2405153,2010
0,0,Virginia,Prince George,37.1593052,-77.2405153,2011
0,0,Virginia,Prince George,37.1593052,-77.2405153,2012
1,0,Virginia,Prince George,37.1593052,-77.2405153,2013
0,0,Virginia,Prince George,37.1593052,-77.2405153,2014
0,0,Virginia,Prince George,37.1593052,-77.2405153,2015
7,0,Missouri,Springfield,37.208974,-93.291557,2010
1,0,Missouri,Springfield,37.208974,-93.291557,2011
1,0,Missouri,Springfield,37.208974,-93.291557,2012
0,0,Missouri,Springfield,37.208974,-93.291557,2013
0,0,Missouri,Springfield,37.208974,-93.291557,2014
2,0,Missouri,Springfield,37.208974,-93.291557,2015
0,0,Virginia,York,37.2103925,-76.3868797,2010
2,1,Virginia,York,37.2103925,-76.3868797,2011
0,0,Virginia,York,37.2103925,-76.3868797,2012
0,0,Virginia,York,37.2103925,-76.3868797,2013
0,0,Virginia,York,37.2103925,-76.3868797,2014
0,0,Virginia,York,37.2103925,-76.3868797,2015
0,0,Virginia,Va Polytech Inst & St Un,37.2283843,-80.4234167,2010
0,0,Virginia,Va Polytech Inst & St Un,37.2283843,-80.4234167,2011
0,0,Virginia,Va Polytech Inst & St Un,37.2283843,-80.4234167,2012
0,0,Virginia,Va Polytech Inst & St Un,37.2283843,-80.4234167,2013
0,0,Virginia,Va Polytech Inst & St Un,37.2283843,-80.4234167,2014
0,1,Virginia,Va Polytech Inst & St Un,37.2283843,-80.4234167,2015
0,0,California,Saratoga,37.2638324,-122.0230146,2010
0,0,California,Saratoga,37.2638324,-122.0230146,2011
2,0,California,Saratoga,37.2638324,-122.0230146,2012
0,0,California,Saratoga,37.2638324,-122.0230146,2013
0,0,California,Saratoga,37.2638324,-122.0230146,2014
0,0,California,Saratoga,37.2638324,-122.0230146,2015
0,0,Virginia,College Of William &Mary,37.271674,-76.713378,2010
0,0,Virginia,College Of William &Mary,37.271674,-76.713378,2011
0,0,Virginia,College Of William &Mary,37.271674,-76.713378,2012
0,0,Virginia,College Of William &Mary,37.271674,-76.713378,2013
0,0,Virginia,College Of William &Mary,37.271674,-76.713378,2014
0,1,Virginia,College Of William &Mary,37.271674,-76.713378,2015
0,1,California,Campbell,37.2871651,-121.9499568,2010
0,0,California,Campbell,37.2871651,-121.9499568,2011
0,0,California,Campbell,37.2871651,-121.9499568,2012
0,0,California,Campbell,37.2871651,-121.9499568,2013
0,0,California,Campbell,37.2871651,-121.9499568,2014
0,0,California,Campbell,37.2871651,-121.9499568,2015
0,0,Kentucky,Hopkins,37.3153093,-87.5791287,2010
0,0,Kentucky,Hopkins,37.3153093,-87.5791287,2011
0,0,Kentucky,Hopkins,37.3153093,-87.5791287,2012
0,0,Kentucky,Hopkins,37.3153093,-87.5791287,2013
1,0,Kentucky,Hopkins,37.3153093,-87.5791287,2014
0,0,Kentucky,Hopkins,37.3153093,-87.5791287,2015
0,0,California,Cupertino,37.3229978,-122.0321823,2010
1,0,California,Cupertino,37.3229978,-122.0321823,2011
2,0,California,Cupertino,37.3229978,-122.0321823,2012
0,0,California,Cupertino,37.3229978,-122.0321823,2013
1,0,California,Cupertino,37.3229978,-122.0321823,2014
0,0,California,Cupertino,37.3229978,-122.0321823,2015
1,0,California,Santa Clara Transit Dist,37.3361312,-121.8914868,2010
0,0,California,Santa Clara Transit Dist,37.3361312,-121.8914868,2011
0,0,California,Santa Clara Transit Dist,37.3361312,-121.8914868,2012
0,0,California,Santa Clara Transit Dist,37.3361312,-121.8914868,2013
0,0,California,Santa Clara Transit Dist,37.3361312,-121.8914868,2014
0,0,California,Santa Clara Transit Dist,37.3361312,-121.8914868,2015
0,0,Missouri,Jasper,37.3361642,-94.301336,2010
0,0,Missouri,Jasper,37.3361642,-94.301336,2011
0,1,Missouri,Jasper,37.3361642,-94.301336,2012
0,0,Missouri,Jasper,37.3361642,-94.301336,2013
0,0,Missouri,Jasper,37.3361642,-94.301336,2014
0,0,Missouri,Jasper,37.3361642,-94.301336,2015
6,2,California,San Jose,37.338581,-121.885568,2010
8,1,California,San Jose,37.338581,-121.885568,2011
4,1,California,San Jose,37.338581,-121.885568,2012
1,0,California,San Jose,37.338581,-121.885568,2013
1,0,California,San Jose,37.338581,-121.885568,2014
2,0,California,San Jose,37.338581,-121.885568,2015
1,0,California,Santa Clara,37.35579,-121.95509,2010
0,0,California,Santa Clara,37.35579,-121.95509,2011
0,0,California,Santa Clara,37.35579,-121.95509,2012
1,0,California,Santa Clara,37.35579,-121.95509,2013
0,0,California,Santa Clara,37.35579,-121.95509,2014
1,0,California,Santa Clara,37.35579,-121.95509,2015
1,0,California,Sunnyvale,37.371724,-122.037999,2010
1,0,California,Sunnyvale,37.371724,-122.037999,2011
0,0,California,Sunnyvale,37.371724,-122.037999,2012
0,0,California,Sunnyvale,37.371724,-122.037999,2013
0,0,California,Sunnyvale,37.371724,-122.037999,2014
0,0,California,Sunnyvale,37.371724,-122.037999,2015
1,0,Virginia,Chesterfield County Pd,37.3764746,-77.5078229,2010
0,0,Virginia,Chesterfield County Pd,37.3764746,-77.5078229,2011
2,0,Virginia,Chesterfield County Pd,37.3764746,-77.5078229,2012
1,0,Virginia,Chesterfield County Pd,37.3764746,-77.5078229,2013
1,0,Virginia,Chesterfield County Pd,37.3764746,-77.5078229,2014
2,0,Virginia,Chesterfield County Pd,37.3764746,-77.5078229,2015
0,0,Virginia,Rich Creek,37.3823434,-80.8225774,2010
0,0,Virginia,Rich Creek,37.3823434,-80.8225774,2011
0,0,Virginia,Rich Creek,37.3823434,-80.8225774,2012
0,0,Virginia,Rich Creek,37.3823434,-80.8225774,2013
0,1,Virginia,Rich Creek,37.3823434,-80.8225774,2014
0,0,Virginia,Rich Creek,37.3823434,-80.8225774,2015
0,0,California,Palo Alto,37.4418834,-122.1430195,2010
2,0,California,Palo Alto,37.4418834,-122.1430195,2011
2,0,California,Palo Alto,37.4418834,-122.1430195,2012
0,0,California,Palo Alto,37.4418834,-122.1430195,2013
1,0,California,Palo Alto,37.4418834,-122.1430195,2014
0,0,California,Palo Alto,37.4418834,-122.1430195,2015
0,0,California,Atherton,37.4613272,-122.197743,2010
1,0,California,Atherton,37.4613272,-122.197743,2011
0,0,California,Atherton,37.4613272,-122.197743,2012
0,0,California,Atherton,37.4613272,-122.197743,2013
0,0,California,Atherton,37.4613272,-122.197743,2014
0,0,California,Atherton,37.4613272,-122.197743,2015
0,0,California,Turlock,37.4946568,-120.8465941,2010
0,0,California,Turlock,37.4946568,-120.8465941,2011
0,0,California,Turlock,37.4946568,-120.8465941,2012
0,0,California,Turlock,37.4946568,-120.8465941,2013
0,0,California,Turlock,37.4946568,-120.8465941,2014
0,2,California,Turlock,37.4946568,-120.8465941,2015
2,0,California,Belmont,37.5202145,-122.2758008,2010
2,0,California,Belmont,37.5202145,-122.2758008,2011
0,0,California,Belmont,37.5202145,-122.2758008,2012
0,0,California,Belmont,37.5202145,-122.2758008,2013
0,0,California,Belmont,37.5202145,-122.2758008,2014
1,0,California,Belmont,37.5202145,-122.2758008,2015
0,0,California,San Mateo,37.547042,-122.314849,2010
0,0,California,San Mateo,37.547042,-122.314849,2011
