date,longitude,latitude,city,state,dnr_zero,population,abbr
2008,-96.615,33.198953,McKinney,Texas,Reported 0 in at least 1 quarter,126659,TX
2008,-98.229361,26.207424,McAllen,Texas,Reported 0 in at least 1 quarter,130039,TX
2008,-122.037999,37.371724,Sunnyvale,California,Reported 0 in at least 1 quarter,131052,CA
2008,-96.602081,32.783391,Mesquite,Texas,Reported 0 in at least 1 quarter,132600,TX
2008,-122.085537,37.671341,Hayward,California,Reported 0 in at least 1 quarter,140984,CA
2008,-80.280108,26.008112,Pembroke Pines,Florida,Reported 0 in at least 1 quarter,146108,FL
2008,-95.1957,29.690842,Pasadena,Texas,Reported 0 in at least 1 quarter,147114,TX
2008,-112.240898,33.577312,Peoria,Arizona,Reported 0 in at least 1 quarter,151493,AZ
2008,-97.007199,32.747701,Grand Prairie,Texas,Reported 0 in at least 1 quarter,162706,TX
2008,-81.95694,26.629823,Cape Coral,Florida,Reported 0 in at least 1 quarter,163403,FL
2008,-86.59,34.729294,Huntsville,Alabama,Reported 0 in at least 1 quarter,172794,AL
2008,-117.57384,34.102613,Rancho Cucamonga,California,Reported 0 in at least 1 quarter,176307,CA
2008,-97.499241,25.90209,Brownsville,Texas,Reported 0 in at least 1 quarter,176893,TX
2008,-71.802188,42.263412,Worcester,Massachusetts,Reported 0 in at least 1 quarter,177151,MA
2008,-111.888217,40.760311,Salt Lake City,Utah,Reported 0 in at least 1 quarter,180514,UT
2008,-101.833891,35.207251,Amarillo,Texas,Reported 0 in at least 1 quarter,187674,TX
2008,-92.274851,34.748704,Little Rock,Arkansas,Reported 0 in at least 1 quarter,187978,AR
2008,-93.747268,32.51461,Shreveport,Louisiana,Reported 0 in at least 1 quarter,199434,LA
2008,-96.9555,32.813511,Irving,Texas,Reported 0 in at least 1 quarter,200470,TX
2008,-86.300077,32.380153,Montgomery,Alabama,Reported 0 in at least 1 quarter,204398,AL
2008,-101.845009,33.584514,Lubbock,Texas,Reported 0 in at least 1 quarter,219594,TX
2008,-99.502231,27.530922,Laredo,Texas,Reported 0 in at least 1 quarter,222870,TX
2008,-80.241087,36.099623,Winston-Salem,North Carolina,Reported 0 in at least 1 quarter,226460,NC
2008,-81.377389,28.538234,Orlando,Florida,Reported 0 in at least 1 quarter,229808,FL
2008,-88.052967,30.68648,Mobile,Alabama,Reported 0 in at least 1 quarter,251041,AL
2008,-111.84083,33.303383,Chandler,Arizona,Reported 0 in at least 1 quarter,253076,AZ
2008,-114.981509,36.031234,Henderson,Nevada,Reported 0 in at least 1 quarter,256091,NV
2008,-90.077751,29.953701,New Orleans,Louisiana,Reported 0 in at least 1 quarter,281440,LA
2008,-80.197728,25.774813,Miami,Florida,Reported 0 in at least 1 quarter,427740,FL
2008,-86.778159,36.167843,Nashville,Tennessee,Reported 0 in at least 1 quarter,602181,TN
2009,-80.053188,26.714394,West Palm Beach,Florida,Reported 0 in at least 1 quarter,100763,FL
2009,-88.010008,44.513003,Green Bay,Wisconsin,Reported 0 in at least 1 quarter,100836,WI
2009,-77.945998,34.234971,Wilmington,North Carolina,Reported 0 in at least 1 quarter,101438,NC
2009,-96.732968,32.960741,Richardson,Texas,Reported 0 in at least 1 quarter,102675,TX
2009,-80.0855,42.129822,Erie,Pennsylvania,Reported 0 in at least 1 quarter,103837,PA
2009,-96.995929,33.047224,Lewisville,Texas,Reported 0 in at least 1 quarter,104601,TX
2009,-112.366757,33.623721,Surprise,Arizona,Reported 0 in at least 1 quarter,104692,AZ
2009,-117.211787,33.558431,Murrieta,California,Reported 0 in at least 1 quarter,105238,CA
2009,-82.799747,27.965582,Clearwater,Florida,Reported 0 in at least 1 quarter,105383,FL
2009,-73.04617,41.554072,Waterbury,Connecticut,Reported 0 in at least 1 quarter,107007,CT
2009,-75.470257,40.602602,Allentown,Pennsylvania,Reported 0 in at least 1 quarter,107326,PA
2009,-79.931597,32.781151,Charleston,South Carolina,Reported 0 in at least 1 quarter,113681,SC
2009,-99.741421,32.449173,Abilene,Texas,Reported 0 in at least 1 quarter,116557,TX
2009,-117.323638,34.510612,Victorville,California,Reported 0 in at least 1 quarter,117150,CA
2009,-104.985408,39.869481,Thornton,Colorado,Reported 0 in at least 1 quarter,117415,CO
2009,-73.542231,41.051822,Stamford,Connecticut,Reported 0 in at least 1 quarter,119507,CT
2009,-118.717659,34.289463,Simi Valley,California,Reported 0 in at least 1 quarter,121538,CA
2009,-97.149498,31.571824,Waco,Texas,Reported 0 in at least 1 quarter,125098,TX
2009,-91.673759,41.976342,Cedar Rapids,Iowa,Reported 0 in at least 1 quarter,128779,IA
2009,-98.229361,26.207424,McAllen,Texas,Reported 0 in at least 1 quarter,132598,TX
2009,-96.602081,32.783391,Mesquite,Texas,Reported 0 in at least 1 quarter,132941,TX
2009,-76.147379,43.050282,Syracuse,New York,Reported 0 in at least 1 quarter,137208,NY
2009,-80.160077,26.010411,Hollywood,Florida,Reported 0 in at least 1 quarter,141597,FL
2009,-122.085537,37.671341,Hayward,California,Reported 0 in at least 1 quarter,142227,CA
2009,-74.171637,40.916614,Paterson,New Jersey,Reported 0 in at least 1 quarter,144943,NJ
2009,-80.280108,26.008112,Pembroke Pines,Florida,Reported 0 in at least 1 quarter,145514,FL
2009,-80.36331,27.27418,Port St. Lucie,Florida,Reported 0 in at least 1 quarter,164069,FL
2009,-81.95694,26.629823,Cape Coral,Florida,Reported 0 in at least 1 quarter,164344,FL
2009,-97.007199,32.747701,Grand Prairie,Texas,Reported 0 in at least 1 quarter,164766,TX
2009,-84.280651,30.439773,Tallahassee,Florida,Reported 0 in at least 1 quarter,174183,FL
2009,-117.57384,34.102613,Rancho Cucamonga,California,Reported 0 in at least 1 quarter,176676,CA
2009,-86.585098,34.729294,Huntsville,Alabama,Reported 0 in at least 1 quarter,178601,AL
2009,-97.499241,25.90209,Brownsville,Texas,Reported 0 in at least 1 quarter,179491,TX
2009,-80.143557,26.12367,Fort Lauderdale,Florida,Reported 0 in at least 1 quarter,182942,FL
2009,-84.987569,32.462884,Columbus,Georgia,Reported 0 in at least 1 quarter,186224,GA
2009,-101.833891,35.207251,Amarillo,Texas,Reported 0 in at least 1 quarter,188767,TX
2009,-92.274851,34.748704,Little Rock,Arkansas,Reported 0 in at least 1 quarter,190205,AR
2009,-93.747268,32.51461,Shreveport,Louisiana,Reported 0 in at least 1 quarter,199629,LA
2009,-96.9555,32.813511,Irving,Texas,Reported 0 in at least 1 quarter,202447,TX
2009,-121.982169,37.550914,Fremont,California,Reported 0 in at least 1 quarter,202714,CA
2009,-80.281499,25.826984,Hialeah,Florida,Reported 0 in at least 1 quarter,208874,FL
2009,-81.1,32.08,Savannah-Chatham Metropolitan,Georgia,Reported 0 in at least 1 quarter,212711,GA
2009,-101.845009,33.584514,Lubbock,Texas,Reported 0 in at least 1 quarter,222884,TX
2009,-99.502231,27.530922,Laredo,Texas,Reported 0 in at least 1 quarter,226944,TX
2009,-78.896441,35.995424,Durham,North Carolina,Reported 0 in at least 1 quarter,227492,NC
2009,-80.241087,36.099623,Winston-Salem,North Carolina,Reported 0 in at least 1 quarter,230978,NC
2009,-111.789971,33.329804,Gilbert,Arizona,Reported 0 in at least 1 quarter,231799,AZ
2009,-90.077751,29.953701,New Orleans,Louisiana,Reported 0 in at least 1 quarter,336425,LA
2009,-97.107717,32.735604,Arlington,Texas,Reported 0 in at least 1 quarter,379104,TX
2009,-78.642669,35.785514,Raleigh,North Carolina,Reported 0 in at least 1 quarter,406005,NC
2009,-80.197728,25.774813,Miami,Florida,Reported 0 in at least 1 quarter,419205,FL
2009,-86.149957,39.766913,Indianapolis,Indiana,Reported 0 in at least 1 quarter,813471,IN
2010,-80.053188,26.714394,West Palm Beach,Florida,Reported 0 in at least 1 quarter,101267,FL
2010,-102.375169,31.849131,Odessa,Texas,Reported 0 in at least 1 quarter,101580,TX
2010,-122.472788,37.691093,Daly City,California,Reported 0 in at least 1 quarter,101939,CA
2010,-122.435337,45.506276,Gresham,Oregon,Reported 0 in at least 1 quarter,102540,OR
2010,-77.945998,34.234971,Wilmington,North Carolina,Reported 0 in at least 1 quarter,102649,NC
2010,-71.312841,42.645884,Lowell,Massachusetts,Reported 0 in at least 1 quarter,103065,MA
2010,-96.732968,32.960741,Richardson,Texas,Reported 0 in at least 1 quarter,104051,TX
2010,-80.0855,42.129822,Erie,Pennsylvania,Reported 0 in at least 1 quarter,104077,PA
2010,-122.04388,38.249234,Fairfield,California,Reported 0 in at least 1 quarter,104202,CA
2010,-88.283239,42.03956,Elgin,Illinois,Reported 0 in at least 1 quarter,107731,IL
2010,-105.048871,39.86347,Westminster,Colorado,Reported 0 in at least 1 quarter,108383,CO
2010,-75.470257,40.602602,Allentown,Pennsylvania,Reported 0 in at least 1 quarter,108473,PA
2010,-73.04617,41.554072,Waterbury,Connecticut,Reported 0 in at least 1 quarter,108489,CT
2010,-83.686788,43.011444,Flint,Michigan,Reported 0 in at least 1 quarter,109245,MI
2010,-102.074441,32.000184,Midland,Texas,Reported 0 in at least 1 quarter,109791,TX
2010,-118.35698,33.96178,Inglewood,California,Reported 0 in at least 1 quarter,112100,CA
2010,-83.36,33.95,Athens-Clarke County,Georgia,Reported 0 in at least 1 quarter,112851,GA
2010,-121.95509,37.35579,Santa Clara,California,Reported 0 in at least 1 quarter,112917,CA
2010,-96.834638,33.150494,Frisco,Texas,Reported 0 in at least 1 quarter,113686,TX
2010,-117.323638,34.510612,Victorville,California,Reported 0 in at least 1 quarter,117057,CA
2010,-97.72737,31.116891,Killeen,Texas,Reported 0 in at least 1 quarter,122557,TX
2010,-73.542231,41.051822,Stamford,Connecticut,Reported 0 in at least 1 quarter,122933,CT
2010,-74.21144,40.663811,Elizabeth,New Jersey,Reported 0 in at least 1 quarter,126494,NJ
2010,-97.149498,31.571824,Waco,Texas,Reported 0 in at least 1 quarter,127039,TX
2010,-91.673759,41.976342,Cedar Rapids,Iowa,Reported 0 in at least 1 quarter,129605,IA
2010,-96.890227,32.975554,Carrollton,Texas,Reported 0 in at least 1 quarter,130862,TX
2010,-117.929099,33.870322,Fullerton,California,Reported 0 in at least 1 quarter,133139,CA
2010,-96.602081,32.783391,Mesquite,Texas,Reported 0 in at least 1 quarter,133964,TX
2010,-98.229361,26.207424,McAllen,Texas,Reported 0 in at least 1 quarter,134623,TX
2010,-76.147379,43.050282,Syracuse,New York,Reported 0 in at least 1 quarter,136284,NY
2010,-117.850708,33.787872,Orange,California,Reported 0 in at least 1 quarter,137606,CA
2010,-78.781158,35.78975,Cary,North Carolina,Reported 0 in at least 1 quarter,141461,NC
2010,-121.36514,38.409023,Elk Grove,California,Reported 0 in at least 1 quarter,142330,CA
2010,-80.160077,26.010411,Hollywood,Florida,Reported 0 in at least 1 quarter,142793,FL
2010,-121.65482,36.670884,Salinas,California,Reported 0 in at least 1 quarter,144242,CA
2010,-122.085537,37.671341,Hayward,California,Reported 0 in at least 1 quarter,144509,CA
2010,-95.1957,29.690842,Pasadena,Texas,Reported 0 in at least 1 quarter,145713,TX
2010,-80.280108,26.008112,Pembroke Pines,Florida,Reported 0 in at least 1 quarter,147343,FL
2010,-88.08459,41.524934,Joliet,Illinois,Reported 0 in at least 1 quarter,150723,IL
2010,-97.007199,32.747701,Grand Prairie,Texas,Reported 0 in at least 1 quarter,166866,TX
2010,-97.499241,25.90209,Brownsville,Texas,Reported 0 in at least 1 quarter,180040,TX
2010,-86.585098,34.729294,Huntsville,Alabama,Reported 0 in at least 1 quarter,183357,AL
2010,-83.92103,35.96068,Knoxville,Tennessee,Reported 0 in at least 1 quarter,185554,TN
2010,-101.833891,35.207251,Amarillo,Texas,Reported 0 in at least 1 quarter,190393,TX
2010,-92.274851,34.748704,Little Rock,Arkansas,Reported 0 in at least 1 quarter,192922,AR
2010,-93.747268,32.51461,Shreveport,Louisiana,Reported 0 in at least 1 quarter,199900,LA
2010,-86.300077,32.380153,Montgomery,Alabama,Reported 0 in at least 1 quarter,203966,AL
2010,-96.9555,32.813511,Irving,Texas,Reported 0 in at least 1 quarter,206308,TX
2010,-78.877271,35.05534,Fayetteville,North Carolina,Reported 0 in at least 1 quarter,208263,NC
2010,-81.1,32.08,Savannah-Chatham Metropolitan,Georgia,Reported 0 in at least 1 quarter,210744,GA
2010,-111.789971,33.329804,Gilbert,Arizona,Reported 0 in at least 1 quarter,215215,AZ
2010,-117.825909,33.687304,Irvine,California,Reported 0 in at least 1 quarter,217193,CA
2010,-80.281499,25.826984,Hialeah,Florida,Reported 0 in at least 1 quarter,217995,FL
2010,-119.813499,39.527563,Reno,Nevada,Reported 0 in at least 1 quarter,222242,NV
2010,-101.845009,33.584514,Lubbock,Texas,Reported 0 in at least 1 quarter,227867,TX
2010,-99.502231,27.530922,Laredo,Texas,Reported 0 in at least 1 quarter,230674,TX
2010,-80.241087,36.099623,Winston-Salem,North Carolina,Reported 0 in at least 1 quarter,232928,NC
2010,-111.84083,33.303383,Chandler,Arizona,Reported 0 in at least 1 quarter,241826,AZ
2010,-82.638757,27.771192,St. Petersburg,Florida,Reported 0 in at least 1 quarter,243666,FL
2010,-88.052967,30.68648,Mobile,Alabama,Reported 0 in at least 1 quarter,255178,AL
2010,-74.174211,40.731973,Newark,New Jersey,Reported 0 in at least 1 quarter,280379,NJ
2010,-82.459269,27.946532,Tampa,Florida,Reported 0 in at least 1 quarter,347830,FL
2010,-90.077751,29.953701,New Orleans,Louisiana,Reported 0 in at least 1 quarter,356317,LA
2010,-80.197728,25.774813,Miami,Florida,Reported 0 in at least 1 quarter,440482,FL
2010,-81.656217,30.331474,Jacksonville,Florida,Reported 0 in at least 1 quarter,822414,FL
2011,-116.959469,32.79495,El Cajon,California,Reported 0 in at least 1 quarter,100647,CA
2011,-120.43453,34.953132,Santa Maria,California,Reported 0 in at least 1 quarter,100723,CA
2011,-80.125218,26.231453,Pompano Beach,Florida,Reported 0 in at least 1 quarter,101206,FL
2011,-117.16693,33.502481,Temecula,California,Reported 0 in at least 1 quarter,101274,CA
2011,-80.053188,26.714394,West Palm Beach,Florida,Reported 0 in at least 1 quarter,101281,FL
2011,-96.732968,32.960741,Richardson,Texas,Reported 0 in at least 1 quarter,101311,TX
2011,-102.375169,31.849131,Odessa,Texas,Reported 0 in at least 1 quarter,102043,TX
2011,-80.0855,42.129822,Erie,Pennsylvania,Reported 0 in at least 1 quarter,102111,PA
2011,-117.33822,33.165881,Carlsbad,California,Reported 0 in at least 1 quarter,106566,CA
2011,-77.945998,34.234971,Wilmington,North Carolina,Reported 0 in at least 1 quarter,107826,NC
2011,-105.048871,39.86347,Westminster,Colorado,Reported 0 in at least 1 quarter,107962,CO
2011,-105.087838,39.80203,Arvada,Colorado,Reported 0 in at least 1 quarter,108287,CO
2011,-82.799747,27.965582,Clearwater,Florida,Reported 0 in at least 1 quarter,109153,FL
2011,-86.394349,35.844393,Murfreesboro,Tennessee,Reported 0 in at least 1 quarter,109736,TN
2011,-118.35698,33.96178,Inglewood,California,Reported 0 in at least 1 quarter,110962,CA
2011,-102.074441,32.000184,Midland,Texas,Reported 0 in at least 1 quarter,113486,TX
2011,-84.55225,42.73194,Lansing,Michigan,Reported 0 in at least 1 quarter,114211,MI
2011,-89.58799,40.692362,Peoria,Illinois,Reported 0 in at least 1 quarter,115353,IL
2011,-78.782759,43.018882,Amherst Town,New York,Reported 0 in at least 1 quarter,117610,NY
2011,-121.95509,37.35579,Santa Clara,California,Reported 0 in at least 1 quarter,117837,CA
2011,-75.470257,40.602602,Allentown,Pennsylvania,Reported 0 in at least 1 quarter,118408,PA
2011,-96.834638,33.150494,Frisco,Texas,Reported 0 in at least 1 quarter,119451,TX
2011,-99.741421,32.449173,Abilene,Texas,Reported 0 in at least 1 quarter,119526,TX
2011,-121.284081,38.748931,Roseville,California,Reported 0 in at least 1 quarter,120184,CA
2011,-80.253149,26.272492,Coral Springs,Florida,Reported 0 in at least 1 quarter,122746,FL
2011,-73.542231,41.051822,Stamford,Connecticut,Reported 0 in at least 1 quarter,122870,CT
2011,-80.220517,25.982051,Miramar,Florida,Reported 0 in at least 1 quarter,123704,FL
2011,-97.149498,31.571824,Waco,Texas,Reported 0 in at least 1 quarter,127431,TX
2011,-97.72737,31.116891,Killeen,Texas,Reported 0 in at least 1 quarter,130613,TX
2011,-98.229361,26.207424,McAllen,Texas,Reported 0 in at least 1 quarter,132610,TX
2011,-118.144269,34.147452,Pasadena,California,Reported 0 in at least 1 quarter,138734,CA
2011,-80.160077,26.010411,Hollywood,Florida,Reported 0 in at least 1 quarter,142686,FL
2011,-96.602081,32.783391,Mesquite,Texas,Reported 0 in at least 1 quarter,142766,TX
2011,-76.147379,43.050282,Syracuse,New York,Reported 0 in at least 1 quarter,145822,NY
2011,-117.750029,34.054834,Pomona,California,Reported 0 in at least 1 quarter,150810,CA
2011,-95.1957,29.690842,Pasadena,Texas,Reported 0 in at least 1 quarter,152179,TX
2011,-81.95694,26.629823,Cape Coral,Florida,Reported 0 in at least 1 quarter,156408,FL
2011,-80.280108,26.008112,Pembroke Pines,Florida,Reported 0 in at least 1 quarter,156859,FL
2011,-117.57384,34.102613,Rancho Cucamonga,California,Reported 0 in at least 1 quarter,167212,CA
2011,-80.143557,26.12367,Fort Lauderdale,Florida,Reported 0 in at least 1 quarter,167777,FL
2011,-97.499241,25.90209,Brownsville,Texas,Reported 0 in at least 1 quarter,178706,TX
2011,-97.007199,32.747701,Grand Prairie,Texas,Reported 0 in at least 1 quarter,179087,TX
2011,-86.585098,34.729294,Huntsville,Alabama,Reported 0 in at least 1 quarter,180972,AL
2011,-84.280651,30.439773,Tallahassee,Florida,Reported 0 in at least 1 quarter,183848,FL
2011,-101.833891,35.207251,Amarillo,Texas,Reported 0 in at least 1 quarter,194708,TX
2011,-92.274851,34.748704,Little Rock,Arkansas,Reported 0 in at least 1 quarter,194988,AR
2011,-117.43576,34.102052,Fontana,California,Reported 0 in at least 1 quarter,198374,CA
2011,-93.747268,32.51461,Shreveport,Louisiana,Reported 0 in at least 1 quarter,201134,LA
2011,-96.9555,32.813511,Irving,Texas,Reported 0 in at least 1 quarter,220841,TX
2011,-81.1,32.08,Savannah-Chatham Metropolitan,Georgia,Reported 0 in at least 1 quarter,226422,GA
2011,-119.813499,39.527563,Reno,Nevada,Reported 0 in at least 1 quarter,227120,NV
2011,-80.281499,25.826984,Hialeah,Florida,Reported 0 in at least 1 quarter,227731,FL
2011,-80.241087,36.099623,Winston-Salem,North Carolina,Reported 0 in at least 1 quarter,232529,NC
2011,-101.845009,33.584514,Lubbock,Texas,Reported 0 in at least 1 quarter,234404,TX
2011,-99.502231,27.530922,Laredo,Texas,Reported 0 in at least 1 quarter,241059,TX
2011,-82.638757,27.771192,St. Petersburg,Florida,Reported 0 in at least 1 quarter,248105,FL
2011,-88.052967,30.68648,Mobile,Alabama,Reported 0 in at least 1 quarter,251869,AL
2011,-85.138311,41.080262,Fort Wayne,Indiana,Reported 0 in at least 1 quarter,254987,IN
2011,-83.53626,41.653812,Toledo,Ohio,Reported 0 in at least 1 quarter,287418,OH
2011,-82.459269,27.946532,Tampa,Florida,Reported 0 in at least 1 quarter,340284,FL
2011,-90.077751,29.953701,New Orleans,Louisiana,Reported 0 in at least 1 quarter,346974,LA
2011,-97.107717,32.735604,Arlington,Texas,Reported 0 in at least 1 quarter,373128,TX
2011,-95.993329,36.14974,Tulsa,Oklahoma,Reported 0 in at least 1 quarter,396101,OK
2011,-80.197728,25.774813,Miami,Florida,Reported 0 in at least 1 quarter,404901,FL
2011,-78.642669,35.785514,Raleigh,North Carolina,Reported 0 in at least 1 quarter,409014,NC
2011,-110.969758,32.221551,Tucson,Arizona,Reported 0 in at least 1 quarter,527479,AZ
2011,-81.656217,30.331474,Jacksonville,Florida,Reported 0 in at least 1 quarter,834429,FL
2012,-79.97,32.85,North Charleston,South Carolina,Reported 0 in at least 1 quarter,100675,SC
2012,-90.58,41.52,Davenport,Iowa,Reported 0 in at least 1 quarter,101193,IA
2012,-117.37,34.11,Rialto,California,Reported 0 in at least 1 quarter,101595,CA
2012,-80.09,42.13,Erie,Pennsylvania,Reported 0 in at least 1 quarter,101972,PA
2012,-80.05,26.72,West Palm Beach,Florida,Reported 0 in at least 1 quarter,102422,FL
2012,-88.02,44.52,Green Bay,Wisconsin,Reported 0 in at least 1 quarter,106080,WI
2012,-122.04,38.25,Fairfield,California,Reported 0 in at least 1 quarter,107110,CA
2012,-117.35,33.16,Carlsbad,California,Reported 0 in at least 1 quarter,107879,CA
2012,-105.09,39.8,Arvada,Colorado,Reported 0 in at least 1 quarter,109029,CO
2012,-88.28,42.04,Elgin,Illinois,Reported 0 in at least 1 quarter,109155,IL
2012,-82.8,27.97,Clearwater,Florida,Reported 0 in at least 1 quarter,109255,FL
2012,-117.92,33.64,Costa Mesa,California,Reported 0 in at least 1 quarter,112635,CA
2012,-83.36,33.95,Athens-Clarke County,Georgia,Reported 0 in at least 1 quarter,117457,GA
2012,-75.49,40.61,Allentown,Pennsylvania,Reported 0 in at least 1 quarter,119334,PA
2012,-121.96,37.35,Santa Clara,California,Reported 0 in at least 1 quarter,119360,CA
2012,-112.37,33.63,Surprise,Arizona,Reported 0 in at least 1 quarter,120793,AZ
2012,-92.02,30.22,Lafayette,Louisiana,Reported 0 in at least 1 quarter,122852,LA
2012,-104.97,39.87,Thornton,Colorado,Reported 0 in at least 1 quarter,123115,CO
2012,-96.82,33.15,Frisco,Texas,Reported 0 in at least 1 quarter,123205,TX
2012,-80.27,26.27,Coral Springs,Florida,Reported 0 in at least 1 quarter,125021,FL
2012,-91.67,41.98,Cedar Rapids,Iowa,Reported 0 in at least 1 quarter,128401,IA
2012,-76.35,37.03,Hampton,Virginia,Reported 0 in at least 1 quarter,137905,VA
2012,-78.78,35.79,Cary,North Carolina,Reported 0 in at least 1 quarter,141016,NC
2012,-88.15,41.75,Naperville,Illinois,Reported 0 in at least 1 quarter,142840,IL
2012,-80.15,26.01,Hollywood,Florida,Reported 0 in at least 1 quarter,145313,FL
2012,-77.05,38.8,Alexandria,Virginia,Reported 0 in at least 1 quarter,145892,VA
2012,-76.15,43.05,Syracuse,New York,Reported 0 in at least 1 quarter,145934,NY
2012,-121.66,36.68,Salinas,California,Reported 0 in at least 1 quarter,154413,CA
2012,-121.37,38.41,Elk Grove,California,Reported 0 in at least 1 quarter,156344,CA
2012,-80.3,26.01,Pembroke Pines,Florida,Reported 0 in at least 1 quarter,159744,FL
2012,-117.59,34.11,Rancho Cucamonga,California,Reported 0 in at least 1 quarter,169276,CA
2012,-92.29,34.75,Little Rock,Arkansas,Reported 0 in at least 1 quarter,196055,AR
2012,-117.44,34.09,Fontana,California,Reported 0 in at least 1 quarter,200874,CA
2012,-93.75,32.53,Shreveport,Louisiana,Reported 0 in at least 1 quarter,202164,LA
2012,-93.61,41.6,Des Moines,Iowa,Reported 0 in at least 1 quarter,207400,IA
2012,-121.99,37.55,Fremont,California,Reported 0 in at least 1 quarter,218927,CA
2012,-81.1,32.08,Savannah-Chatham Metropolitan,Georgia,Reported 0 in at least 1 quarter,231285,GA
2012,-80.28,25.86,Hialeah,Florida,Reported 0 in at least 1 quarter,233107,FL
2012,-111.84,33.31,Chandler,Arizona,Reported 0 in at least 1 quarter,242721,AZ
2012,-82.63,27.75,St. Petersburg,Florida,Reported 0 in at least 1 quarter,248340,FL
2012,-85.14,41.08,Fort Wayne,Indiana,Reported 0 in at least 1 quarter,256625,IN
2012,-83.56,41.66,Toledo,Ohio,Reported 0 in at least 1 quarter,286020,OH
2012,-82.46,27.95,Tampa,Florida,Reported 0 in at least 1 quarter,350758,FL
2012,-80.19,25.76,Miami,Florida,Reported 0 in at least 1 quarter,414327,FL
2012,-78.64,35.78,Raleigh,North Carolina,Reported 0 in at least 1 quarter,420594,NC
2012,-84.39,33.75,Atlanta,Georgia,Reported 0 in at least 1 quarter,437041,GA
2013,-87.82326,42.588081,Kenosha,Wisconsin,Reported 0 in at least 1 quarter,100418,WI
2013,-96.995929,33.047224,Lewisville,Texas,Reported 0 in at least 1 quarter,100710,TX
2013,-81.947858,28.044192,Lakeland,Florida,Reported 0 in at least 1 quarter,100725,FL
2013,-80.0855,42.129822,Erie,Pennsylvania,Reported 0 in at least 1 quarter,100814,PA
2013,-84.37908,33.924832,Sandy Springs,Georgia,Reported 0 in at least 1 quarter,101180,GA
2013,-74.393568,40.526793,Edison Township,New Jersey,Reported 0 in at least 1 quarter,101316,NJ
2013,-90.576021,41.538262,Davenport,Iowa,Reported 0 in at least 1 quarter,101834,IA
2013,-80.053188,26.714394,West Palm Beach,Florida,Reported 0 in at least 1 quarter,102510,FL
2013,-117.372817,34.100323,Rialto,California,Reported 0 in at least 1 quarter,102520,CA
2013,-105.27924,40.015742,Boulder,Colorado,Reported 0 in at least 1 quarter,102828,CO
2013,-80.008588,32.877321,North Charleston,South Carolina,Reported 0 in at least 1 quarter,103324,SC
2013,-98.500987,33.908302,Wichita Falls,Texas,Reported 0 in at least 1 quarter,104514,TX
2013,-96.732968,32.960741,Richardson,Texas,Reported 0 in at least 1 quarter,104577,TX
2013,-80.005201,35.955363,High Point,North Carolina,Reported 0 in at least 1 quarter,107261,NC
2013,-102.375169,31.849131,Odessa,Texas,Reported 0 in at least 1 quarter,108265,TX
2013,-97.677217,30.509042,Round Rock,Texas,Reported 0 in at least 1 quarter,108577,TX
2013,-82.799747,27.965582,Clearwater,Florida,Reported 0 in at least 1 quarter,108908,FL
2013,-111.938757,40.607404,West Jordan,Utah,Reported 0 in at least 1 quarter,109831,UT
2013,-88.283239,42.03956,Elgin,Illinois,Reported 0 in at least 1 quarter,110454,IL
2013,-118.35698,33.96178,Inglewood,California,Reported 0 in at least 1 quarter,111672,CA
2013,-80.223238,25.927493,Miami Gardens,Florida,Reported 0 in at least 1 quarter,111870,FL
2013,-118.12794,33.940414,Downey,California,Reported 0 in at least 1 quarter,113222,CA
2013,-92.334148,38.952213,Columbia,Missouri,Reported 0 in at least 1 quarter,114587,MO
2013,-75.470257,40.602602,Allentown,Pennsylvania,Reported 0 in at least 1 quarter,119277,PA
2013,-99.741421,32.449173,Abilene,Texas,Reported 0 in at least 1 quarter,119401,TX
2013,-87.564051,37.977083,Evansville,Indiana,Reported 0 in at least 1 quarter,120284,IN
2013,-102.074441,32.000184,Midland,Texas,Reported 0 in at least 1 quarter,122259,TX
2013,-112.366757,33.623721,Surprise,Arizona,Reported 0 in at least 1 quarter,122497,AZ
2013,-92.017051,30.220322,Lafayette,Louisiana,Reported 0 in at least 1 quarter,123409,LA
2013,-80.253149,26.272492,Coral Springs,Florida,Reported 0 in at least 1 quarter,126608,FL
2013,-74.21144,40.663811,Elizabeth,New Jersey,Reported 0 in at least 1 quarter,127067,NJ
2013,-96.890227,32.975554,Carrollton,Texas,Reported 0 in at least 1 quarter,127459,TX
2013,-97.149498,31.571824,Waco,Texas,Reported 0 in at least 1 quarter,127570,TX
2013,-95.671177,39.049281,Topeka,Kansas,Reported 0 in at least 1 quarter,128009,KS
2013,-91.673759,41.976342,Cedar Rapids,Iowa,Reported 0 in at least 1 quarter,128642,IA
2013,-83.01356,42.593402,Sterling Heights,Michigan,Reported 0 in at least 1 quarter,130634,MI
2013,-94.81887,38.883531,Olathe,Kansas,Reported 0 in at least 1 quarter,131342,KS
2013,-97.72737,31.116891,Killeen,Texas,Reported 0 in at least 1 quarter,136539,TX
2013,-76.147379,43.050282,Syracuse,New York,Reported 0 in at least 1 quarter,143834,NY
2013,-88.153019,41.770833,Naperville,Illinois,Reported 0 in at least 1 quarter,144221,IL
2013,-96.602081,32.783391,Mesquite,Texas,Reported 0 in at least 1 quarter,144313,TX
2013,-74.171637,40.916614,Paterson,New Jersey,Reported 0 in at least 1 quarter,145082,NJ
